chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
5,1,11,1,,,True,1,-6.141346839433976,0,5,3.4130493352111326,5,14.560546465197449,528.5470889249927
10,1,7,1,,,True,3,-20.144856569790782,0,5,3.993283229345387,10,46.79291366293235,2379.4851743630693
15,1,3,1,,,True,6,-24.601523308313354,0,12,5.165483846121984,14,57.62456113805758,2586.164755150534
15,1,14,1,,,True,5,-22.287203077283184,0,13,5.644398667839527,13,52.25065314955128,2311.5696957711157
5,1,4,1,,,True,2,-7.606286810025539,0,3,8.15006800616027,8,18.164061290759683,567.7704895361089
10,1,4,1,,,True,4,-14.896371502156411,0,1,8.631485202120261,11,35.0662368629425,1449.7945949656807
10,1,12,2,,,True,8,-14.904682688827906,1,22,12.602445799869676,9,34.866982247059354,1596.482983340272
5,1,1,2,,,True,7,-6.931534078237755,1,3,16.450640984274326,3,16.032817229784282,864.0119772067371
10,1,4,2,,,True,9,-20.200570404493302,1,1,16.927793075026266,12,47.067985195897045,2288.96054355747
5,1,8,3,,,True,10,-13.386696171261379,2,4,20.98048538801756,4,31.827134464383217,1093.0706425134838
5,1,1,3,,,True,11,-6.133476781401431,2,5,21.922296725496942,5,14.513091696085695,547.0668382785877
10,1,12,3,,,True,15,-15.654459126532673,2,4,25.527756078661902,9,36.79278153787835,1562.2441856355558
5,1,3,3,,,True,12,-6.097736719332913,2,11,26.555735399996507,6,14.219717222988102,683.0830502294532
5,1,4,3,,,True,13,-8.414593942483902,2,5,27.799160671587057,8,20.048366859884464,658.7453308835281
10,1,12,3,,,True,14,-17.148747305128712,2,3,29.392610807346287,9,40.56143927269531,1540.2859934176477
15,1,4,4,,,True,21,-26.326855571776317,3,12,30.11409516014357,14,61.4370690167407,2920.046608466725
10,1,18,4,,,True,20,-14.268431792640772,3,3,33.6552118433573,11,33.718952646608365,1301.41788999571
5,1,4,4,,,True,17,-8.085409833394456,3,5,33.989276435660095,8,19.26778639131598,630.4921281134401
5,1,17,4,,,True,16,-11.678163186571426,3,8,34.642921348028096,1,27.332429596762182,1241.985579777588
10,1,17,4,,,True,18,-15.364124472879238,3,13,37.276522745341296,11,36.245412953141425,1443.2654860377802
10,1,17,4,,,True,19,-14.667911033592063,3,1,38.91067522180156,11,34.61126047668116,1372.34473819933
10,1,1,5,,,True,24,-18.98197831964589,4,3,43.195457842897554,10,44.21038628090096,2163.03967880917
10,1,1,5,,,True,25,-18.19039238836748,4,4,44.29691169271284,12,42.444654889794066,2020.8840540830897
5,1,26,5,,,True,22,-11.768272007983862,4,11,44.399034694579576,1,27.195726489605242,1483.3023535696086
15,1,3,5,,,True,26,-27.0740874854775,4,12,44.64066762698076,14,62.87514531350425,3206.7156001263306
5,1,3,5,,,True,23,-9.12272352098004,4,5,48.07825570725799,8,21.41915787151398,925.1006206240789
5,1,9,6,,,True,29,-12.084199401371377,5,1,53.86945907993232,4,28.411349807387232,1199.4324640274729
5,1,13,6,,,True,27,-12.853826525862445,5,8,54.1373488950638,1,29.883274255749917,1500.861372604129
5,1,13,6,,,True,28,-6.459884572810262,5,1,54.883736732517605,2,15.013501282237371,757.4734331921896
15,1,3,7,,,True,35,-28.329050682675412,6,4,60.24899719531326,14,66.0371576091591,3190.3127316862865
5,1,1,7,,,True,30,-7.188755668268503,6,3,61.55380276648343,5,16.746977503031687,816.6077784263794
15,1,22,7,,,True,36,-28.556609645960513,6,4,64.33271388823182,14,66.61642848738076,3183.3970850136857
15,1,22,7,,,True,34,-29.229441739757192,6,4,65.46414659514626,14,68.14563234660422,3285.3146685258384
5,1,1,7,,,True,31,-10.303864269727177,6,13,68.25494054567254,6,24.67532931888445,722.8875702889922
10,1,11,7,,,True,32,-16.860116307242983,6,22,68.31291934987831,9,39.34086917171207,1872.9477309302547
15,1,13,7,,,True,33,-21.556477342428778,6,11,69.46602688677423,13,50.53397311322577,2238.1468285641167
5,1,4,8,,,True,37,-9.44341055623634,7,7,72.22236700953692,2,22.231626011700314,917.9335859270251
10,1,12,8,,,True,42,-16.79597039364443,7,3,72.42427233469017,12,39.25862533225772,1820.8671012355676
5,1,33,8,,,True,39,-11.489321253010276,7,1,75.09167317477042,7,27.078881165684592,1096.2813112273966
10,1,4,8,,,True,41,-20.69261299169903,7,1,75.70714003347702,10,48.46878377022253,2175.1658060166897
5,1,1,8,,,True,38,-6.389802625343367,7,3,76.62760473023218,5,14.977062691290186,664.9625813788208
5,1,4,8,,,True,40,-8.359028154939848,7,1,76.63825104467118,8,19.87808828386386,679.6547356571729
5,1,5,9,,,True,44,-8.015447768766629,8,1,80.32322090322957,2,18.44585715705331,1061.8415099088418
5,1,26,9,,,True,43,-10.419624267800355,8,9,80.52377541912931,1,24.26115055626485,1191.9400754906878
5,1,18,9,,,True,46,-11.803983607450876,8,4,80.89665801800696,7,27.88013382918973,1086.550126291639
15,1,12,9,,,True,50,-26.289360435854746,8,13,83.82121830897808,14,61.45661389384938,2844.5247971916556
5,1,8,9,,,True,45,-9.566234687543806,8,1,85.44431235252279,4,22.341329483038223,1049.5048238808624
10,1,13,9,,,True,48,-17.408704655487288,8,3,86.03181960169266,9,40.85542325382319,1777.5589232633483
10,1,4,9,,,True,49,-14.559904339612656,8,12,87.39606896828738,11,34.26197396318257,1425.1912572327124
5,1,5,9,,,True,47,-7.903659506968131,8,4,88.31788083798061,8,18.76202315182617,664.7504103961049
5,1,9,10,,,True,51,-9.39794338064744,9,1,91.87616506367021,4,21.980077908337933,1009.8536955204465
15,1,13,10,,,True,54,-23.85553313944152,9,30,95.98266285154142,13,56.53779021771035,2067.361753928962
5,1,3,10,,,True,52,-8.123315154368521,9,11,96.86965133912587,6,19.189524153539978,745.8424882542171
15,1,4,10,,,True,56,-28.08425376315148,9,13,97.16547807496892,14,65.58167176288029,3085.9750966656034
15,1,13,10,,,True,55,-22.624565467309456,9,30,99.40728055334209,13,53.50962103826224,2034.5284200075985
5,1,1,10,,,True,53,-10.764142706327682,9,4,99.73475875783679,7,25.528440583140977,921.2774551188164
10,1,4,11,,,True,60,-14.863819837140397,10,13,101.05190721983972,11,34.99636447892415,1442.123409284561
15,1,13,11,,,True,61,-21.818264743070344,10,11,104.65539526183971,13,51.550385147084455,1996.8511403942653
15,1,23,11,,,True,62,-24.212677718776337,10,4,106.78250147866869,14,56.691365909854895,2560.218924723962
5,1,33,11,,,True,58,-9.30771714074172,10,4,107.51918911519905,7,21.7893873633312,986.603659015399
10,1,13,11,,,True,59,-15.959042590275603,10,22,107.9240524263815,9,37.585151563304194,1541.6366082565382
5,1,18,11,,,True,57,-9.408517271981179,10,4,108.47646244924275,7,22.059069625250004,974.8157031352958
5,1,4,12,,,True,64,-9.343865458919788,11,3,110.59305150587572,7,21.840146621651527,1013.0113504319617
10,1,1,12,,,True,65,-14.079626118283178,11,13,112.77761520508066,11,33.27934062315363,1279.8164483695437
5,1,8,12,,,True,63,-9.62484391380697,11,4,116.39792492201519,3,22.410913446120958,1100.7975589309788
5,1,17,13,,,True,68,-9.429658923241494,12,1,120.02498691092904,7,22.217238587480097,904.6058137490907
5,1,1,13,,,True,66,-8.593108351848986,12,3,122.10083011531661,3,20.044334129942243,958.9578331201473
10,1,12,13,,,True,69,-14.169198231365284,12,22,128.69703119260726,9,32.99877877963806,1616.1445325167665
5,1,1,13,,,True,67,-7.091245269947897,12,12,129.35559379238705,6,16.80629617485218,614.5446666783746
10,1,12,14,,,True,70,-14.570225170897631,13,4,131.42810413122243,9,33.96898779747113,1637.7167531819632
10,1,4,14,,,True,71,-19.905040469328167,13,5,137.3256553206755,10,46.439470326753934,2215.4205643776518
15,1,3,15,,,True,79,-25.394081706454923,14,13,140.27255906548578,14,59.32912870029588,2770.717043894277
10,1,4,15,,,True,77,-13.766394266423966,14,1,140.44135242800456,11,32.24536532039727,1447.0802304417625
10,1,11,15,,,True,76,-15.547659617433347,14,3,140.52396339177392,9,36.47121083965919,1598.6254692827804
5,1,1,15,,,True,75,-8.540025017971313,14,4,141.01302221823732,7,20.180620421466898,779.6280823075917
5,1,7,15,,,True,73,-10.056645882118278,14,5,145.0975935589844,4,23.742793225661075,932.5476530897477
5,1,6,15,,,True,72,-6.635388640246085,14,7,145.18491317876905,2,15.473018417720539,743.6354552631169
15,1,3,15,,,True,78,-25.165964106476714,14,12,146.41389698277567,14,58.68733391294731,2818.384235496313
