action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 23, None, 2]",True,10,3.392862854126606,0.0,3.622373253382059,0.2295103992554528,0.3549546842633715,0.3780865831533262,min_cost_max_flow,87,23,,,37,2
add,"['add', 23, None, 5]",True,10,3.296960665415215,0.0,3.622373253382059,0.3254125879668439,0.5943383520315377,0.6259559233610745,min_cost_max_flow,37,23,,,91,5
add,"['add', 23, None, 3]",True,10,3.4897174449291124,0.0,3.622373253382059,0.13265580845294653,0.11300436568538519,0.2539809643004424,min_cost_max_flow,37,23,,,55,3
add,"['add', 2, None, 2]",True,10,3.2741488976626814,0.0,3.525143202406885,0.25099430474420364,0.35069256668302495,0.7746754909358674,min_cost_max_flow,1,2,,,39,2
add,"['add', 23, None, 8]",True,20,2.748876943138166,0.0,3.0245170526291516,0.2756401094909855,0.47013986821809794,0.4708143392236276,min_cost_max_flow,91,23,,,146,8
add,"['add', 30, None, 4]",True,20,2.4353516564914295,0.0,2.52839195892914,0.09304030243771058,0.04864237408929739,0.06454932702433745,min_cost_max_flow,93,30,,,75,4
add,"['add', 30, None, 2]",True,20,2.346029217626827,0.0,2.52839195892914,0.18236274130231342,0.27174424596439906,0.20069951796127428,min_cost_max_flow,75,30,,,40,2
add,"['add', 2, None, 7]",True,20,2.2732280207580793,0.0,2.5221906998909054,0.24896267913282596,0.3462189776068243,0.371025522773499,min_cost_max_flow,91,2,,,129,7
add,"['add', 21, None, 7]",True,30,2.2775325673164595,0.0,2.5196941760314284,0.24216160871496892,0.3720598680781393,0.366564497610469,min_cost_max_flow,114,21,,,130,7
add,"['add', 21, None, 0]",True,30,2.327441070822959,0.0,2.5196941760314284,0.19225310520846964,0.24745614698176155,0.25487271769679987,min_cost_max_flow,22,21,,,4,0
add,"['add', 21, None, 5]",True,30,2.353255986563153,0.0,2.5196941760314284,0.1664381894682756,0.18289069519641998,0.27364767426781517,min_cost_max_flow,130,21,,,92,5
add,"['add', 2, None, 6]",True,30,1.7710932844887886,0.0,1.9368489261143431,0.16575564162555456,0.138522387873536,0.15702283284670437,min_cost_max_flow,129,2,,,112,6
move,"['move', 2, 0, 9]",True,40,2.5161481709088562,0.0,2.7917821174590003,0.27563394655014395,0.36277194087682574,0.4544957049691501,min_cost_max_flow,1,2,1,0,164,9
move,"['move', 2, 0, 4]",True,40,2.245868612180331,0.0,2.7917821174590003,0.5459135052786693,1.037111485076423,1.360730786113373,min_cost_max_flow,14,2,14,0,76,4
move,"['move', 2, 1, 9]",True,40,2.2830389476995103,0.0,2.7917821174590003,0.5087431697594901,0.9440797132111243,1.4313528310137553,min_cost_max_flow,34,2,34,1,167,9
move,"['move', 2, 2, 9]",True,40,2.424050265653185,0.0,2.7917821174590003,0.36773185180581514,0.5926993324419527,0.6660767543365165,min_cost_max_flow,39,2,39,2,169,9
add,"['add', 21, None, 8]",True,50,2.112845331955205,0.0,2.3230603439532143,0.2102150119980091,0.2922779174348875,0.31020373151192465,min_cost_max_flow,130,21,,,147,8
move,"['move', 2, 3, 0]",True,50,1.7662496480642162,0.0,2.2730066577608685,0.5067570096966523,0.939336558675052,1.2831890836655613,min_cost_max_flow,60,2,60,3,14,0
move,"['move', 2, 4, 0]",True,50,1.9004225405233943,0.0,2.2730066577608685,0.3725841172374742,0.6042953613844588,1.022499845430843,min_cost_max_flow,76,2,76,4,1,0
move,"['move', 2, 4, 1]",True,50,1.8734551388764205,0.0,2.2730066577608685,0.3995515188844482,0.6716936283467589,1.0359912821873736,min_cost_max_flow,81,2,81,4,34,1
add,"['add', 7, None, 7]",True,60,2.341787996614692,0.0,2.7282826626555443,0.38649466604085214,0.6588705919467657,1.2592408059546476,min_cost_max_flow,82,7,,,133,7
add,"['add', 7, None, 0]",True,60,2.4813750386430637,0.0,2.7282826626555443,0.2469076240124806,0.3111173957138931,0.4496349139172157,min_cost_max_flow,21,7,,,5,0
add,"['add', 7, None, 6]",True,60,2.39860148132516,0.0,2.7282826626555443,0.32968118133038427,0.5175377431025936,0.791998851289542,min_cost_max_flow,133,7,,,113,6
move,"['move', 23, 0, 4]",True,60,1.7897304743062754,0.0,2.3441467167042114,0.554416242397936,1.1161779427585543,1.0723194905034013,min_cost_max_flow,13,23,13,0,81,4
add,"['add', 27, None, 2]",True,70,2.4074852478995186,0.0,2.5264482509621327,0.118963003062614,0.1512419889497778,0.1106262960876612,min_cost_max_flow,57,27,,,39,2
add,"['add', 27, None, 5]",True,70,2.368151743592032,0.0,2.5264482509621327,0.15829650737010076,0.24948216759162278,0.17301438066894562,min_cost_max_flow,57,27,,,94,5
move,"['move', 21, 0, 4]",True,70,1.7680091929008643,0.0,2.2690528985980407,0.5010437056971765,0.9683423298747584,0.9817516035437049,min_cost_max_flow,4,21,4,0,76,4
move,"['move', 21, 1, 0]",True,70,1.6270747861363806,0.0,2.2690528985980407,0.6419781124616601,1.3203628630263893,1.1920741099292276,min_cost_max_flow,22,21,22,1,13,0
move,"['move', 21, 0, 1]",True,80,2.0388807989891777,0.0,2.7141561006728696,0.6752753016836919,1.403966750632776,0.9514644090576438,min_cost_max_flow,13,21,13,0,22,1
move,"['move', 21, 2, 1]",True,80,2.351348347642567,0.0,2.7141561006728696,0.36280775303030244,0.6233848172439593,0.5601722459529538,min_cost_max_flow,43,21,43,2,23,1
