action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
move,"['move', 30, 6, 5]",True,10,1.6916772096472656,0.0,1.605448507326915,2.333375302804649,5.369190988007208,1.00337266181667,min_cost_max_flow,125,30,125,6,91,5
move,"['move', 30, 6, 0]",True,10,0.7916526712773587,0.0,1.605448507326915,0.8137958360495562,1.56769371289265,2.702444813034245,min_cost_max_flow,121,30,121,6,1,0
add,"['add', 5, None, 5]",True,10,2.0181994812074757,0.0,2.146607397709704,0.12840791650222838,0.14350925287621807,0.19775761232375877,min_cost_max_flow,147,5,,,93,5
add,"['add', 5, None, 1]",True,10,2.0484674286216316,0.0,2.146607397709704,0.09813996908807254,0.06806727952399427,0.045827490213253164,min_cost_max_flow,4,5,,,22,1
add,"['add', 30, None, 6]",True,20,2.237361002703443,0.0,2.5310697590245086,0.2937087563210654,0.320600283227634,0.619598375560392,min_cost_max_flow,131,30,,,110,6
add,"['add', 4, None, 6]",True,20,2.1044105604366634,0.0,2.4331748674835234,0.32876430704686016,0.5200298574301883,0.5895338040070713,min_cost_max_flow,151,4,,,111,6
add,"['add', 4, None, 9]",True,20,2.2244339811372966,0.0,2.4331748674835234,0.20874088634622667,0.22030214222168354,0.36897610862108365,min_cost_max_flow,111,4,,,164,9
add,"['add', 20, None, 9]",True,20,2.257765341073938,0.0,2.4176521693380035,0.15988682826406558,0.3016600267413736,0.23737181288343562,min_cost_max_flow,116,20,,,165,9
move,"['move', 5, 6, 4]",True,30,3.176205553245898,0.0,1.6089017169786246,0.8415816058993931,1.8761446864024833,0.3969509234213624,min_cost_max_flow,125,5,125,6,73,4
add,"['add', 20, None, 5]",True,30,3.0142341531921737,0.0,3.122843143670153,0.10860899047797941,0.17365548089742333,0.11067273203999159,min_cost_max_flow,165,20,,,94,5
add,"['add', 20, None, 0]",True,30,3.024047864352352,0.0,3.122843143670153,0.09879527931780113,0.1491358132941798,0.10093253390521877,min_cost_max_flow,165,20,,,4,0
add,"['add', 25, None, 5]",True,30,1.9317954138172775,0.0,2.4223705782331675,0.4905751644158901,0.8852337153569181,0.9651217639590224,min_cost_max_flow,117,25,,,95,5
add,"['add', 24, None, 6]",True,40,3.2815062358216167,0.0,3.639477039489667,0.3579708036680501,0.4898787316783455,0.7101090337357001,min_cost_max_flow,146,24,,,112,6
add,"['add', 24, None, 7]",True,40,3.3690533089053756,0.0,3.639477039489667,0.27042373058429137,0.2715570394874476,0.34611535473645794,min_cost_max_flow,146,24,,,129,7
move,"['move', 24, 0, 6]",True,40,2.1867918724220194,0.0,2.7296077796172504,0.5428159071952309,0.9015510969193201,1.0037047517204354,min_cost_max_flow,3,24,3,0,113,6
move,"['move', 24, 1, 6]",True,40,1.8048186531719206,0.0,2.7296077796172504,0.9382585583203298,1.887468897701524,2.796256105416031,min_cost_max_flow,27,24,27,1,114,6
add,"['add', 1, None, 6]",True,50,2.575438031080912,0.0,2.733098514173186,0.1576604830922737,0.2876660099905166,0.23037252549425846,min_cost_max_flow,83,1,,,116,6
add,"['add', 1, None, 3]",True,50,2.610888345827866,0.0,2.733098514173186,0.12221016834531999,0.19922931613859873,0.1043105151833254,min_cost_max_flow,90,1,,,55,3
add,"['add', 1, None, 7]",True,50,2.602243534833235,0.0,2.733098514173186,0.13085497933995074,0.22079703569238518,0.1338491370436122,min_cost_max_flow,116,1,,,130,7
move,"['move', 30, 0, 1]",True,50,2.210270054244451,0.0,2.726671731407259,0.5164016771628078,0.8258752945733931,1.5911255479582351,min_cost_max_flow,1,30,1,0,24,1
add,"['add', 3, None, 6]",True,60,2.058526195680918,0.0,2.2258138127176768,0.1672876170367585,0.09643815339592265,0.20810676817813945,min_cost_max_flow,100,3,,,118,6
add,"['add', 3, None, 9]",True,60,1.9253331184482052,0.0,2.2258138127176768,0.30048069426947166,0.42940572475066574,0.21818791953801617,min_cost_max_flow,5,3,,,166,9
