action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
move,"['move', 20, 6, 3]",True,10,3.0144334712491005,0.0,2.1171698711256344,1.522340405001534,3.496850395501733,1.0243948984183664,min_cost_max_flow,125,20,125,6,56,3
add,"['add', 5, None, 2]",True,10,2.788452522888574,0.0,3.0180118039673935,0.22955928107881934,0.21814209216027458,0.5659169313335345,min_cost_max_flow,36,5,,,37,2
add,"['add', 5, None, 7]",True,10,2.7972262027782957,0.0,3.0180118039673935,0.22078560118909804,0.19659934952210967,0.30494554057467055,min_cost_max_flow,112,5,,,129,7
add,"['add', 5, None, 8]",True,10,2.841158343218368,0.0,3.0180118039673935,0.17685346074902542,0.0869906005030252,0.15721081984328597,min_cost_max_flow,129,5,,,147,8
add,"['add', 8, None, 6]",True,20,2.062728080806759,0.0,2.23019690649986,0.16746882569310093,0.2535953171716159,0.19944738537067486,min_cost_max_flow,129,8,,,114,6
add,"['add', 8, None, 5]",True,20,2.067733162270055,0.0,2.23019690649986,0.16246374422980478,0.2410766521730494,0.20342161225474736,min_cost_max_flow,129,8,,,91,5
add,"['add', 8, None, 3]",True,20,2.120497405339905,0.0,2.23019690649986,0.109699501159955,0.10936619480867193,0.06998807209010806,min_cost_max_flow,39,8,,,57,3
add,"['add', 20, None, 6]",True,20,1.9186509523272648,0.0,2.128994758742578,0.2103438064153133,0.267740600075669,0.43659420542690835,min_cost_max_flow,96,20,,,115,6
add,"['add', 8, None, 4]",True,30,2.5936142408323732,0.0,2.740984426437795,0.14737018560542187,0.2034238966905093,0.149327559976649,min_cost_max_flow,57,8,,,73,4
add,"['add', 8, None, 8]",True,30,2.640939030783142,0.0,2.740984426437795,0.10004539565465262,0.08521284771464366,0.08204362593832765,min_cost_max_flow,129,8,,,148,8
add,"['add', 30, None, 1]",True,30,2.253815251201817,0.0,2.729383717678448,0.4755684664766311,0.7240139881966456,1.1465970769610607,min_cost_max_flow,111,30,,,22,1
add,"['add', 30, None, 2]",True,30,2.480725944335123,0.0,2.729383717678448,0.2486577733433251,0.15788836989878519,0.37918738669129737,min_cost_max_flow,22,30,,,39,2
add,"['add', 5, None, 9]",True,40,2.6447445702420573,0.0,2.91756485315402,0.27282028291196253,0.32670553575701433,0.2919575887457677,min_cost_max_flow,147,5,,,164,9
add,"['add', 15, None, 7]",True,40,2.1223322619009184,0.0,2.5180528194114817,0.3957205575105632,0.5963644301430122,0.6266390571639567,min_cost_max_flow,116,15,,,130,7
add,"['add', 15, None, 3]",True,40,2.1818379722024153,0.0,2.5180528194114817,0.3362148472090667,0.44789985733757476,0.4268370916280815,min_cost_max_flow,40,15,,,58,3
move,"['move', 5, 0, 9]",True,40,1.6461829538207677,0.0,2.188173639865515,0.5419906860447474,0.9481703603990468,1.266079715365332,min_cost_max_flow,14,5,14,0,165,9
add,"['add', 26, None, 5]",True,50,1.8098766758034142,0.0,2.133113736869315,0.323237061065901,0.38785193165472265,0.5506544350294116,min_cost_max_flow,55,26,,,92,5
add,"['add', 26, None, 7]",True,50,1.8048805004182569,0.0,2.133113736869315,0.3282332364510583,0.3999842119143864,0.7894265705156698,min_cost_max_flow,92,26,,,131,7
add,"['add', 26, None, 0]",True,50,1.6722268370821465,0.0,2.133113736869315,0.4608868997871687,0.7312612455513658,1.0275097060466325,min_cost_max_flow,55,26,,,5,0
move,"['move', 5, 1, 0]",True,50,1.6183896621993417,0.0,2.118089476965388,0.49969981476604636,0.8423389468809432,1.3355699295993169,min_cost_max_flow,36,5,36,1,6,0
add,"['add', 26, None, 4]",True,60,1.919359739831639,0.0,2.135687301234379,0.2163275614027401,0.1211818576305177,0.14820434589785725,min_cost_max_flow,92,26,,,74,4
add,"['add', 26, None, 8]",True,60,1.728901528053503,0.0,2.135687301234379,0.40678577318087616,0.5966636123374656,0.5907208381594249,min_cost_max_flow,5,26,,,149,8
add,"['add', 16, None, 1]",True,60,1.9965396638554123,0.0,2.131881290299476,0.13534162644406364,0.23855836648880313,0.21557692034688092,min_cost_max_flow,57,16,,,36,1
add,"['add', 16, None, 2]",True,60,2.0174889285122695,0.0,2.131881290299476,0.11439236178720642,0.18630098605552803,0.1383894477682346,min_cost_max_flow,57,16,,,40,2
move,"['move', 15, 0, 4]",True,70,0.9957165565531904,0.0,1.5938893869146358,0.5981728303614454,1.0506614227424507,1.849098742341925,min_cost_max_flow,15,15,15,0,75,4
move,"['move', 15, 0, 8]",True,70,0.8902337534228799,0.0,1.5938893869146358,0.7036556334917559,1.3144985741154187,1.7623363775472192,min_cost_max_flow,18,15,18,0,150,8
move,"['move', 15, 1, 4]",True,70,0.9220698104424849,0.0,1.5938893869146358,0.6718195764721508,1.2344130701500262,2.0925773218006323,min_cost_max_flow,31,15,31,1,77,4
move,"['move', 15, 1, 8]",True,70,0.9904984652812534,0.0,1.5938893869146358,0.6033909216333824,1.0640660201671608,1.6095192457634078,min_cost_max_flow,34,15,34,1,152,8
move,"['move', 5, 0, 1]",True,80,0.8930514988266886,0.0,1.5950484600784725,0.7019969612517839,1.347419713409863,1.7769697198819645,min_cost_max_flow,6,5,6,0,34,1
move,"['move', 5, 2, 1]",True,80,1.1042174294561429,0.0,1.5950484600784725,0.49083103062232963,0.8208003301120925,0.9133408693053713,min_cost_max_flow,37,5,37,2,23,1
move,"['move', 5, 3, 1]",True,80,1.0263197305422436,0.0,1.5950484600784725,0.568728729536229,1.0153595528761343,1.0366905497763348,min_cost_max_flow,63,5,63,3,24,1
move,"['move', 5, 4, 1]",True,80,0.7385847258753767,0.0,1.5950484600784725,0.9260303233280958,1.9077635581639925,1.6033433443153884,min_cost_max_flow,90,5,90,4,27,1
move,"['move', 8, 1, 0]",True,90,1.7357108456322765,0.0,2.0523808124525016,0.3182932039452251,0.580128368879059,0.5513766672820943,min_cost_max_flow,26,8,26,1,18,0
move,"['move', 8, 2, 0]",True,90,1.887475923680534,0.0,2.0523808124525016,0.1649048887719674,0.19717433798575712,0.2068719740540016,min_cost_max_flow,39,8,39,2,6,0
move,"['move', 8, 3, 0]",True,90,1.8176994330349534,0.0,2.0523808124525016,0.23468137941754827,0.3713753946063889,0.36698530293428533,min_cost_max_flow,57,8,57,3,7,0
move,"['move', 8, 4, 0]",True,90,1.6866820320068145,0.0,2.0523808124525016,0.365698780445687,0.6985962175049281,0.5821050841392813,min_cost_max_flow,73,8,73,4,9,0
move,"['move', 20, 0, 9]",True,100,1.544218096181725,0.0,2.2662326339629346,0.7304852364062098,1.5171635313462275,1.0570233432154217,min_cost_max_flow,10,20,10,0,163,9
move,"['move', 20, 1, 9]",True,100,1.5604300592714364,0.0,2.2662326339629346,0.7058025746914981,1.45476700759923,1.5169363166943126,min_cost_max_flow,28,20,28,1,166,9
