chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
5,1,3,1,,,True,3,-11.720787889811383,0,9,1.6319690845953805,8,27.874294465332927,951.7835061303517
10,1,9,1,,,True,5,-23.74178469526935,0,4,1.668493710014809,10,56.174293387159864,2120.112234009005
10,1,6,1,,,True,4,-21.759759516999985,0,29,2.2968462221302435,9,50.61633094869081,2522.045229206098
5,1,3,1,,,True,2,-12.217252278487127,0,8,4.845690034457448,7,28.783173701603182,1173.3046630764236
5,1,53,1,,,True,1,-22.493812552128897,0,3,6.724846479188877,3,53.07494697520738,2106.38960340991
10,1,9,1,,,True,6,-37.63207912919289,0,8,8.19439175291908,12,88.59937524625599,3653.8817178174927
10,1,9,2,,,True,9,-25.04435327453991,1,4,10.602434614878852,10,58.862812979970236,2498.7134709196876
5,1,12,2,,,True,8,-10.028706064740131,1,3,12.246650966007579,4,23.974795400245554,731.3131744031817
5,1,1,2,,,True,7,-13.599181537157868,1,8,19.26139303375719,2,32.05990629527609,1292.0316984123826
5,1,1,3,,,True,10,-17.26905623335006,2,16,22.168038772850515,2,40.49879788740902,1782.5617973107567
10,1,8,3,,,True,13,-30.610475997704096,2,6,22.567163298455135,10,72.149653220647,2917.6911824088274
5,1,12,3,,,True,11,-10.546985930492372,2,1,24.121284276284793,4,25.160333096229554,804.7544866675828
10,1,6,3,,,True,12,-35.5015836314325,2,12,28.922654536570867,9,82.68894475780692,4043.3428805162243
5,1,1,4,,,True,14,-9.263702638211752,3,12,31.35555299662381,6,21.63723776374599,1014.6792211889272
10,1,3,4,,,True,15,-30.816828258061673,3,29,34.15538362430124,9,72.39716172310817,3096.6059480306726
10,1,3,4,,,True,16,-28.811118154211005,3,13,35.725896106661025,11,68.04973544368255,2652.0399612299716
10,1,3,5,,,True,22,-40.79854213145746,4,13,41.73573113451498,9,95.18549652697861,4540.572534443354
