chain_length,data_gb_between_services,destination_node,input_data_gb,output_data_gb,request_template_id,service_workload_cycles,services,source_node,template_id
5,"[1.735071144206333, 1.9801075744693302, 2.0703013279093945, 3.273233010928015]",8,2.998010434801173,1.5514040271001912,1,"[9973337258.733624, 1218262550.3132367, 4330229787.734629, 3366471283.9259253, 7632587529.040444]","[23, 5, 25, 29, 8]",14,1
5,"[0.5935696874374103, 2.4278133216962243, 2.1990185776841757, 3.0604275708012465]",5,1.2769485609225355,1.3833699095396716,2,"[7632587529.040444, 3829790161.5625467, 1106247366.64422, 3969387266.4110303, 3969387266.4110303]","[8, 30, 11, 27, 27]",3,2
5,"[2.5565226532277756, 2.5511672972156765, 2.6753319552173322, 1.4653811742365892]",40,0.5,2.286940786333091,3,"[1161412065.6732128, 7287572370.116118, 6564216758.266801, 5583575531.979437, 3829790161.5625467]","[2, 19, 16, 22, 30]",3,3
5,"[1.871474548221483, 1.8938643674094504, 2.0531732164662917, 1.8166170234224146]",12,0.9775739875914078,2.4731769704894995,4,"[7441748664.948665, 1218262550.3132367, 1963305333.9315982, 3273241435.40271, 2359703318.7024646]","[28, 5, 6, 13, 15]",1,4
5,"[1.9350112476450299, 1.2163277287171588, 1.8163396711466795, 2.153474218415721]",1,1.2187835138800764,0.9513621393739304,5,"[1218262550.3132367, 6552099488.853387, 6564216758.266801, 6762866245.641337, 5751315653.14656]","[5, 1, 16, 21, 17]",14,5
5,"[3.214943327409824, 2.8850378867999433, 2.4737577620231592, 2.603940723489398]",3,0.8784222663539534,0.6019082833962852,6,"[2359703318.7024646, 6762866245.641337, 4516520384.665438, 4330229787.734629, 7441748664.948665]","[15, 21, 24, 25, 28]",4,6
5,"[2.9160453761882663, 1.7203379848401819, 2.9577222091937627, 1.6081130628855056]",3,0.7394252688852943,1.602487209859981,7,"[8655998422.922071, 2507099978.918223, 3273241435.40271, 3969387266.4110303, 3969387266.4110303]","[18, 20, 13, 27, 27]",7,7
5,"[1.9465565702814094, 3.087448924827723, 2.0690419765657797, 1.6139702141773749]",8,2.073691411529074,2.195461508123557,8,"[2507099978.918223, 7441748664.948665, 5583575531.979437, 9152303358.540756, 7632587529.040444]","[20, 28, 22, 4, 8]",9,8
10,"[2.2083357328255047, 1.2393867949485777, 2.3507923468030216, 2.0889392423547495, 2.8565016725221466, 1.0151933137930318, 2.2591482701909347, 2.2538868688902207, 2.123257211228494]",4,2.510594332417439,1.8222899744668841,9,"[8583045158.425023, 4516520384.665438, 8512990672.226516, 1218262550.3132367, 1963305333.9315982, 1106247366.64422, 8512990672.226516, 9973337258.733624, 6552099488.853387, 6552099488.853387]","[9, 24, 26, 5, 6, 11, 26, 23, 1, 1]",13,9
10,"[1.8630296120280527, 1.897470592789719, 2.0732712777496496, 1.5273632415761602, 2.383753068962208, 2.2265602512077676, 3.6660372563757, 1.6922797983353774, 1.4272031608549667]",11,1.6419707560863308,2.156876569291457,10,"[6552099488.853387, 4516520384.665438, 2507099978.918223, 5583575531.979437, 1218262550.3132367, 8065447179.038014, 2507099978.918223, 2507099978.918223, 7632587529.040444, 2507099978.918223]","[1, 24, 20, 22, 5, 3, 20, 20, 8, 20]",5,10
10,"[1.7829070435303023, 2.5869821139878044, 1.6431931854547788, 2.619364157333665, 0.9300430677759939, 3.05551555548711, 2.337233590713292, 3.0593762912684737, 2.9683551644263835]",3,1.4363774154113687,1.621936223287104,11,"[2359703318.7024646, 7441748664.948665, 6564216758.266801, 9973337258.733624, 3366471283.9259253, 6564216758.266801, 8065447179.038014, 6762866245.641337, 2359703318.7024646, 1161412065.6732128]","[15, 28, 16, 23, 29, 16, 3, 21, 15, 2]",1,11
10,"[2.328160776913298, 0.5, 2.5129816938307092, 1.6481742165262139, 1.343665977133954, 2.0500188885577946, 2.3829544860891603, 1.9513513445820425, 2.4966626898857363]",13,2.0730270028653757,0.7480317840209461,12,"[2507099978.918223, 5583575531.979437, 2359703318.7024646, 3829790161.5625467, 4330229787.734629, 4516520384.665438, 3829790161.5625467, 4311038542.546911, 8583045158.425023, 8512990672.226516]","[20, 22, 15, 30, 25, 24, 30, 7, 9, 26]",9,12
15,"[0.8483674666221226, 1.8062945960962182, 1.505198196463275, 1.1297089398913247, 1.8233833624741964, 1.2170447128959054, 1.3573515935642868, 1.9405049339038893, 2.739742066857, 1.683722637320342, 1.8814320030677671, 2.039032430727273, 2.0424735067965605, 1.0554463346924297]",7,1.9993444689324709,2.0163569395904917,13,"[5104259694.836388, 8655998422.922071, 4311038542.546911, 4012635240.172751, 2359703318.7024646, 3366471283.9259253, 3829790161.5625467, 7287572370.116118, 7632587529.040444, 9152303358.540756, 3273241435.40271, 7287572370.116118, 1218262550.3132367, 7441748664.948665, 5583575531.979437]","[10, 18, 7, 14, 15, 29, 30, 19, 8, 4, 13, 19, 5, 28, 22]",8,13
15,"[1.912355889238429, 1.1799275782476637, 2.8116193322218885, 1.6019841032162707, 2.614351881194382, 1.5047093114624936, 2.472849553698383, 1.8745028668246446, 1.0819114281425612, 1.1544563972887847, 1.669042630099618, 2.454776057403673, 0.9299868611062141, 2.5865172208340033]",6,2.740111407892525,3.027789184565563,14,"[5104259694.836388, 8655998422.922071, 9152303358.540756, 6564216758.266801, 7441748664.948665, 8512990672.226516, 1161412065.6732128, 5583575531.979437, 1963305333.9315982, 5583575531.979437, 5751315653.14656, 4012635240.172751, 7632587529.040444, 7632587529.040444, 4330229787.734629]","[10, 18, 4, 16, 28, 26, 2, 22, 6, 22, 17, 14, 8, 8, 25]",8,14
