action,arm,estimated_count,estimated_mean_reward,execution_count,execution_mean_reward,mean_reward,pull_count,reward_sum,service_id,source_plane,target_plane
add,"[""add"", 1, null, 0]",1.0,2.0744348370547465,1.0,0.6294012251638397,1.351918031109293,2.0,2.703836062218586,1,,0
add,"[""add"", 1, null, 1]",1.0,2.058726269701844,1.0,0.6278303684285494,1.3432783190651967,2.0,2.6865566381303934,1,,1
add,"[""add"", 1, null, 2]",1.0,2.2456292844968306,1.0,0.6130366994633774,1.4293329919801039,2.0,2.8586659839602078,1,,2
add,"[""add"", 1, null, 3]",1.0,2.467467360395882,1.0,0.5815388699271068,1.5245031151614945,2.0,3.049006230322989,1,,3
add,"[""add"", 1, null, 4]",1.0,1.7915150092357652,1.0,0.6280694003562804,1.2097922047960228,2.0,2.4195844095920456,1,,4
add,"[""add"", 1, null, 5]",1.0,2.1620770990734326,1.0,0.5902570052358902,1.3761670521546614,2.0,2.752334104309323,1,,5
add,"[""add"", 1, null, 6]",1.0,2.1992827319452695,1.0,0.5939775685230738,1.3966301502341716,2.0,2.793260300468343,1,,6
add,"[""add"", 1, null, 7]",1.0,1.5727424835808606,1.0,0.5939932034006983,1.0833678434907794,2.0,2.166735686981559,1,,7
add,"[""add"", 1, null, 8]",1.0,1.5863883948395114,1.0,0.5953577945265633,1.0908730946830374,2.0,2.181746189366075,1,,8
add,"[""add"", 1, null, 9]",1.0,2.3962851825563964,1.0,0.6508814169428608,1.5235832997496286,2.0,3.047166599499257,1,,9
add,"[""add"", 10, null, 0]",1.0,1.6706381208530112,1.0,0.60940142765897,1.1400197742559905,2.0,2.280039548511981,10,,0
add,"[""add"", 10, null, 1]",1.0,1.7545460083468793,1.0,0.6177922164083568,1.1861691123776181,2.0,2.3723382247552363,10,,1
add,"[""add"", 10, null, 2]",1.0,1.672978576538112,1.0,0.6388589255927684,1.1559187510654403,2.0,2.3118375021308806,10,,2
add,"[""add"", 10, null, 3]",1.0,1.7388609255879406,1.0,0.6454471604977512,1.192154043042846,2.0,2.384308086085692,10,,3
add,"[""add"", 10, null, 4]",1.0,1.283338308120018,1.0,0.6753193734372426,0.9793288407786302,2.0,1.9586576815572605,10,,4
add,"[""add"", 10, null, 5]",1.0,1.183118480016442,1.0,0.6552668260841368,0.9191926530502894,2.0,1.8383853061005788,10,,5
add,"[""add"", 10, null, 6]",1.0,1.4058529922649394,1.0,0.6790497539193492,1.0424513730921443,2.0,2.0849027461842886,10,,6
add,"[""add"", 10, null, 7]",1.0,1.6606623665421536,1.0,0.6979844625796868,1.1793234145609202,2.0,2.3586468291218403,10,,7
add,"[""add"", 10, null, 8]",1.0,1.2276145741757702,1.0,0.7032013907440138,0.965407982459892,2.0,1.930815964919784,10,,8
add,"[""add"", 10, null, 9]",1.0,1.1930430742659768,1.0,0.7207911806925492,0.9569171274792629,2.0,1.9138342549585259,10,,9
add,"[""add"", 11, null, 0]",1.0,1.3847297920836272,1.0,0.6217239286801916,1.0032268603819094,2.0,2.006453720763819,11,,0
add,"[""add"", 11, null, 1]",1.0,1.4605508040795163,1.0,0.6293060298797805,1.0449284169796484,2.0,2.089856833959297,11,,1
add,"[""add"", 11, null, 2]",1.0,1.4881847623662463,1.0,0.6320694257084535,1.06012709403735,2.0,2.1202541880747,11,,2
add,"[""add"", 11, null, 3]",1.0,1.3889932454354552,1.0,0.6286364151099986,1.008814830272727,2.0,2.017629660545454,11,,3
add,"[""add"", 11, null, 4]",1.0,1.5335367197037253,1.0,0.6430907625368255,1.0883137411202755,2.0,2.176627482240551,11,,4
add,"[""add"", 11, null, 5]",1.0,2.1577629858633203,1.0,0.6361576107006277,1.396960298281974,2.0,2.793920596563948,11,,5
add,"[""add"", 11, null, 6]",1.0,2.124506785274815,1.0,0.6328319906417772,1.378669387958296,2.0,2.757338775916592,11,,6
add,"[""add"", 11, null, 7]",1.0,2.0056891293966324,1.0,0.6209502250539589,1.3133196772252957,2.0,2.6266393544505915,11,,7
add,"[""add"", 11, null, 8]",1.0,2.145345713584645,1.0,0.6621367291316057,1.4037412213581253,2.0,2.8074824427162506,11,,8
add,"[""add"", 11, null, 9]",1.0,2.115892973018013,1.0,0.6591914550749426,1.3875422140464777,2.0,2.7750844280929554,11,,9
add,"[""add"", 12, null, 0]",1.0,0.8412398847794071,1.0,0.7249139230821042,0.7830769039307557,2.0,1.5661538078615114,12,,0
add,"[""add"", 12, null, 1]",1.0,0.8912314416786892,1.0,0.7299130787720325,0.8105722602253609,2.0,1.6211445204507218,12,,1
add,"[""add"", 12, null, 2]",1.0,0.8382754014580179,1.0,0.7246174747499653,0.7814464381039916,2.0,1.5628928762079832,12,,2
add,"[""add"", 12, null, 3]",1.0,0.8823099780251178,1.0,0.7290209324066753,0.8056654552158966,2.0,1.6113309104317932,12,,3
add,"[""add"", 12, null, 4]",1.0,1.3320570495711257,1.0,0.74978703520601,1.040922042388568,2.0,2.081844084777136,12,,4
add,"[""add"", 12, null, 5]",1.0,1.0623623263514423,1.0,0.7655587766169241,0.9139605514841832,2.0,1.8279211029683664,12,,5
add,"[""add"", 12, null, 6]",1.0,0.8250249102244362,1.0,0.72396979800088,0.7744973541126581,2.0,1.5489947082253162,12,,6
add,"[""add"", 12, null, 7]",1.0,0.9698579600499635,1.0,0.7384531029834328,0.8541555315166982,2.0,1.7083110630333964,12,,7
add,"[""add"", 12, null, 8]",1.0,0.8609781126540451,1.0,0.727565118243841,0.7942716154489431,2.0,1.5885432308978862,12,,8
add,"[""add"", 12, null, 9]",1.0,0.7101193003934406,1.0,0.7311044430203909,0.7206118717069158,2.0,1.4412237434138315,12,,9
add,"[""add"", 13, null, 0]",1.0,1.84692351650618,1.0,0.6118121640782861,1.229367840292233,2.0,2.458735680584466,13,,0
add,"[""add"", 13, null, 1]",1.0,1.8579888183213973,1.0,0.6129186942598078,1.2354537562906025,2.0,2.470907512581205,13,,1
add,"[""add"", 13, null, 2]",1.0,2.6241196959199384,1.0,0.6001867577374195,1.612153226828679,2.0,3.224306453657358,13,,2
add,"[""add"", 13, null, 3]",1.0,3.2012349193035607,1.0,0.6483395826361484,1.9247872509698545,2.0,3.849574501939709,13,,3
add,"[""add"", 13, null, 4]",1.0,3.116487842273142,1.0,0.6398648749331066,1.8781763586031244,2.0,3.7563527172062487,13,,4
add,"[""add"", 13, null, 5]",1.0,1.8798216581939966,1.0,0.6321511506804816,1.255986404437239,2.0,2.511972808874478,13,,5
add,"[""add"", 13, null, 6]",1.0,2.018375951419329,1.0,0.6460065800030147,1.3321912657111719,2.0,2.6643825314223437,13,,6
add,"[""add"", 13, null, 7]",1.0,2.1831153729011192,1.0,0.5701605095507436,1.3766379412259315,2.0,2.753275882451863,13,,7
add,"[""add"", 13, null, 8]",1.0,2.341368412465289,1.0,0.5859858135071606,1.463677112986225,2.0,2.92735422597245,13,,8
add,"[""add"", 13, null, 9]",1.0,1.4500636243787421,1.0,0.6039485151236844,1.0270060697512133,2.0,2.0540121395024267,13,,9
add,"[""add"", 14, null, 0]",1.0,2.146670274075314,1.0,0.6160503855058063,1.3813603297905601,2.0,2.7627206595811202,14,,0
add,"[""add"", 14, null, 1]",1.0,2.3066968132090655,1.0,0.6320530394191815,1.4693749263141234,2.0,2.9387498526282467,14,,1
add,"[""add"", 14, null, 2]",1.0,2.3256677482764623,1.0,0.6339501329259211,1.4798089406011916,2.0,2.9596178812023832,14,,2
add,"[""add"", 14, null, 3]",1.0,2.7007314027758276,1.0,0.6325581287356735,1.6666447657557506,2.0,3.333289531511501,14,,3
add,"[""add"", 14, null, 4]",1.0,2.6585610407758633,1.0,0.628341092535677,1.6434510666557702,2.0,3.2869021333115405,14,,4
add,"[""add"", 14, null, 5]",1.0,2.649214874548833,1.0,0.627406475912974,1.6383106752309036,2.0,3.276621350461807,14,,5
add,"[""add"", 14, null, 6]",1.0,2.0972367365708515,1.0,0.6470093241911561,1.3721230303810037,2.0,2.7442460607620074,14,,6
add,"[""add"", 14, null, 7]",1.0,2.0700742042794635,1.0,0.6442930709620173,1.3571836376207405,2.0,2.714367275241481,14,,7
add,"[""add"", 14, null, 8]",1.0,1.7078092626845978,1.0,0.6349128130850747,1.1713610378848363,2.0,2.3427220757696725,14,,8
add,"[""add"", 14, null, 9]",1.0,2.3769887126288407,1.0,0.6045304123733644,1.4907595625011025,2.0,2.981519125002205,14,,9
add,"[""add"", 15, null, 0]",1.0,2.1309932493743498,1.0,0.6316629297494207,1.3813280895618854,2.0,2.7626561791237707,15,,0
add,"[""add"", 15, null, 1]",1.0,2.1028407355785967,1.0,0.6288476783698455,1.3658442069742212,2.0,2.7316884139484423,15,,1
add,"[""add"", 15, null, 2]",1.0,2.1125557969686644,1.0,0.6298191845088521,1.3711874907387582,2.0,2.7423749814775165,15,,2
add,"[""add"", 15, null, 3]",1.0,2.1592558167728635,1.0,0.6344891864892721,1.396872501631068,2.0,2.793745003262136,15,,3
add,"[""add"", 15, null, 4]",1.0,1.6910357534943428,1.0,0.6404242817128731,1.1657300176036078,2.0,2.3314600352072157,15,,4
add,"[""add"", 15, null, 5]",1.0,1.5327547810521391,1.0,0.6245961844686528,1.078675482760396,2.0,2.157350965520792,15,,5
add,"[""add"", 15, null, 6]",1.0,1.7009798487896344,1.0,0.6414186912424023,1.1711992700160183,2.0,2.3423985400320366,15,,6
add,"[""add"", 15, null, 7]",1.0,1.8278407449842218,1.0,0.6541047808618611,1.2409727629230414,2.0,2.4819455258460827,15,,7
add,"[""add"", 15, null, 8]",1.0,1.7930515862229486,1.0,0.5951473941420905,1.1940994901825195,2.0,2.388198980365039,15,,8
add,"[""add"", 15, null, 9]",1.0,1.802671112171666,1.0,0.5961093467369623,1.1993902294543142,2.0,2.3987804589086283,15,,9
add,"[""add"", 16, null, 0]",1.0,2.07808413079532,1.0,0.6711239423780343,1.3746040365866772,2.0,2.7492080731733544,16,,0
add,"[""add"", 17, null, 0]",1.0,2.2678290712958606,1.0,0.5977033532387361,1.4327662122672984,2.0,2.865532424534597,17,,0
add,"[""add"", 17, null, 1]",1.0,2.375340564790428,1.0,0.6084545025881929,1.4918975336893106,2.0,2.983795067378621,17,,1
add,"[""add"", 17, null, 2]",1.0,1.905564777958844,1.0,0.632470749751095,1.2690177638549696,2.0,2.538035527709939,17,,2
add,"[""add"", 17, null, 3]",1.0,1.6756559240161975,1.0,0.6449406268797007,1.160298275447949,2.0,2.320596550895898,17,,3
add,"[""add"", 17, null, 4]",1.0,1.5018306672920243,1.0,0.6275581012072833,1.0646943842496537,2.0,2.1293887684993074,17,,4
add,"[""add"", 17, null, 5]",1.0,1.933612385583514,1.0,0.6658428865903684,1.2997276360869412,2.0,2.5994552721738824,17,,5
add,"[""add"", 17, null, 6]",1.0,2.022392316594897,1.0,0.6441757127035446,1.3332840146492209,2.0,2.6665680292984417,17,,6
