action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 6, None, 4]",True,10,1.7672952791078396,0.0,2.1399582669892796,0.37266298788144003,0.500967324249802,0.6797245177273796,min_cost_max_flow,40,6,,,73,4
add,"['add', 6, None, 8]",True,10,1.7096267042467617,0.0,2.1399582669892796,0.43033156274251794,0.6450476127938789,0.7404902568058515,min_cost_max_flow,40,6,,,146,8
add,"['add', 6, None, 7]",True,10,1.7821937072479481,0.0,2.1399582669892796,0.3577645597413314,0.4637615134724328,0.6528848024591839,min_cost_max_flow,146,6,,,131,7
add,"['add', 9, None, 3]",True,10,1.7415357297432654,0.0,2.0475097709422885,0.305974041199023,0.5113195265582158,0.962142862451327,min_cost_max_flow,33,9,,,55,3
add,"['add', 20, None, 0]",True,20,1.8245335555200801,0.0,2.2356134865285036,0.41107993100842344,0.5943079818457875,0.9621098952610823,min_cost_max_flow,51,20,,,1,0
add,"['add', 20, None, 4]",True,20,1.7815388124747535,0.0,2.2356134865285036,0.4540746740537501,0.7016891693231173,1.0325566525855885,min_cost_max_flow,44,20,,,75,4
add,"['add', 20, None, 8]",True,20,1.9402843299802421,0.0,2.2356134865285036,0.2953291565482615,0.3053702952389301,0.6692768662293118,min_cost_max_flow,75,20,,,147,8
add,"['add', 26, None, 4]",True,20,1.9528544071960565,0.0,2.1420636461003464,0.18920923890428978,0.252320953830548,0.3446965073213312,min_cost_max_flow,92,26,,,77,4
add,"['add', 24, None, 3]",True,30,2.9044335085622843,0.0,3.217921742781509,0.31348823421922495,0.41036188780739735,0.5404001777068179,min_cost_max_flow,76,24,,,56,3
add,"['add', 24, None, 9]",True,30,2.9921100243815157,0.0,3.217921742781509,0.22581171839999337,0.1914648938775656,0.34420309887532385,min_cost_max_flow,148,24,,,164,9
add,"['add', 24, None, 6]",True,30,2.9431183659568783,0.0,3.217921742781509,0.2748033768246311,0.31378421989992944,0.45074979169559737,min_cost_max_flow,148,24,,,112,6
add,"['add', 18, None, 4]",True,30,2.2949883438791696,0.0,2.5360186362710624,0.24103029239189266,0.14662923823189544,0.26904892271274417,min_cost_max_flow,61,18,,,78,4
add,"['add', 24, None, 7]",True,40,2.088501096076684,0.0,2.515554975309046,0.42705387923236204,0.6946424421899451,0.2961056112368591,min_cost_max_flow,148,24,,,132,7
add,"['add', 24, None, 5]",True,40,2.1741677216370108,0.0,2.515554975309046,0.34138725367203493,0.48018731764841505,0.48847937171166195,min_cost_max_flow,76,24,,,91,5
add,"['add', 2, None, 0]",True,40,2.0767447490561826,0.0,2.3331197737855223,0.2563750247293398,0.2866014783451192,0.3833862858709536,min_cost_max_flow,23,2,,,3,0
add,"['add', 2, None, 3]",True,40,2.0755855302733943,0.0,2.3331197737855223,0.257534243512128,0.28953458308694735,0.36001442929908983,min_cost_max_flow,41,2,,,57,3
move,"['move', 6, 0, 9]",True,50,2.5130302914061207,0.0,2.948245744111321,0.43521545270520023,0.6070136957054615,0.9029182535547762,min_cost_max_flow,1,6,1,0,165,9
move,"['move', 6, 1, 9]",True,50,1.781276341066384,0.0,2.948245744111321,1.494202544794937,3.254090345877671,1.1636382883093959,min_cost_max_flow,20,6,20,1,167,9
move,"['move', 6, 1, 5]",True,50,2.433886900989493,0.0,2.948245744111321,0.514358843121828,0.8039310177553602,1.5303542480018582,min_cost_max_flow,36,6,36,1,93,5
