chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
10,1,5,1,,,True,2,-26.3220531322565,0,4,0.4359780082764908,9,61.576594008010794,2819.0258817536337
5,1,35,1,,,True,1,-17.82216101155292,0,13,4.996405866722489,6,41.452503464647364,2068.599376156624
10,1,11,1,,,True,3,-31.741100278890755,0,8,5.25202317693131,12,74.50530448348479,3231.6308091613964
5,1,13,2,,,True,5,-20.75413760287934,1,8,10.136711317095596,1,48.79494338406473,2060.267082089073
10,1,22,2,,,True,7,-36.015861820770986,1,7,11.007379215204084,10,84.15615621617242,3922.3322238366954
5,1,1,2,,,True,6,-8.178603781646641,1,3,15.330092756369039,7,19.528395762663862,612.075794301826
5,1,31,2,,,True,4,-17.7267420795589,1,23,15.579819885405364,1,41.68279324963907,1756.041299505452
5,1,8,3,,,True,10,-17.562320802922496,2,26,20.760414138950104,4,41.48283629106196,1615.3104774961894
10,1,1,3,,,True,13,-28.317231863329148,2,4,22.38960907524919,9,66.38097821860504,2941.400959811887
5,1,1,3,,,True,12,-11.869430358827032,2,5,22.932549542002963,5,27.788759390174828,1256.5443379284995
5,1,13,3,,,True,9,-16.982991920331617,2,23,23.72446169182715,1,39.884811240173576,1715.112373770311
5,1,13,3,,,True,8,-18.259881712280468,2,9,24.353820916394255,1,42.941707483510186,1805.331198127321
15,1,30,3,,,True,14,-35.87858574148395,2,4,28.092422675506377,13,83.76842735507716,3952.0246657551443
5,1,3,3,,,True,11,-12.001731839429281,2,1,28.318411396838034,5,28.550484519710512,969.2300525751277
15,1,11,4,,,True,17,-31.760263051168312,3,9,32.58858240629996,14,74.39321173052022,3338.297264933708
5,1,4,4,,,True,15,-9.28906107737432,3,3,34.56719887529172,7,22.261280061534933,640.9150879339124
15,1,13,4,,,True,16,-43.26691570014539,3,3,35.47783056497589,13,100.87297323303672,4862.87734488449
15,1,9,4,,,True,18,-42.74933035161245,3,8,35.967484205939215,14,100.48504437869214,4258.85433355932
5,1,3,5,,,True,20,-11.998159477744744,4,1,42.38986024312919,5,28.4579559410942,1024.9618355117732
10,1,1,5,,,True,21,-28.015651822933528,4,4,47.88472946948753,9,65.43331145397912,3070.545402236466
5,1,37,5,,,True,19,-20.730659710070277,4,11,49.05085789890228,3,48.44152097877371,2256.752197601318
10,1,1,6,,,True,25,-20.704097387677496,5,30,50.42723336884764,11,48.22765307818385,2355.06026067326
5,1,3,6,,,True,24,-8.819158527619852,5,11,52.18764112985237,7,21.00722344586078,693.7819154592332
5,1,13,6,,,True,23,-15.929428875168327,5,30,52.281122466991796,6,37.633578182303616,1459.9960037447986
15,1,8,6,,,True,26,-40.69889894091851,5,25,53.09807760284147,14,96.66211829512139,3390.0860381165903
5,1,3,6,,,True,22,-16.308341781478997,5,5,54.66209958308556,5,38.17490560875076,1730.6325632978198
15,1,32,7,,,True,30,-50.68082858010039,6,4,61.227507292244134,13,117.58905929976319,6075.341433658514
5,1,13,7,,,True,27,-12.267433146559963,6,17,64.76430870020916,1,28.561067049931765,1405.010544312092
5,1,8,7,,,True,28,-21.127916420860554,6,46,65.908623334504,2,48.9766608728017,2562.0867862331215
10,1,3,7,,,True,29,-26.85525105842216,6,13,69.42727351213479,11,63.099777677702335,2692.233312235369
5,1,9,8,,,True,31,-25.740962277827492,7,47,72.78274295174262,2,60.29001844161667,2708.2581686347057
5,1,32,8,,,True,33,-23.45750662655395,7,30,74.61724083589924,6,54.66954901032862,2649.4783707041674
5,1,11,8,,,True,34,-32.78321718970479,7,3,75.02906690320421,8,77.94525068910605,2675.1948567706195
10,1,3,8,,,True,35,-29.638031767926748,7,9,76.79011720074816,9,68.93921408508659,3437.2435564868524
10,1,11,8,,,True,36,-31.617338124386503,7,4,77.59793853171703,12,73.49423521910231,3699.4067279092988
5,1,46,8,,,True,32,-19.762517787703366,7,8,79.07568003999073,3,46.51942288180756,1924.5810583005737
5,1,12,9,,,True,38,-22.592899310298108,8,25,81.20472808472458,4,53.112542045802556,2246.470819961806
5,1,8,9,,,True,37,-25.450469472419115,8,37,82.98358671066256,2,59.96586122042564,2440.208307081433
10,1,3,9,,,True,39,-25.965255309169834,8,13,86.4649826546996,11,60.68088561706817,2821.5017705709424
10,1,11,9,,,True,40,-36.45212469615732,8,9,88.46343698916252,12,85.70289209865945,3618.2797611558944
15,1,13,9,,,True,41,-55.32624152688579,8,3,89.53078049676911,13,129.96502248444784,5567.054221844418
5,1,12,10,,,True,43,-13.95251766514251,9,9,94.02884276232152,4,32.69447841116046,1457.8771677972097
5,1,31,10,,,True,44,-14.265487566841896,9,30,95.17681516500028,6,33.35560466695088,1538.7428334359058
10,1,8,10,,,True,45,-42.28660329267057,9,9,97.37132082638188,12,100.1014085962397,3743.3997569578155
5,1,47,10,,,True,42,-22.0864953846691,9,9,97.96250763845893,3,51.840774977169474,2250.3089896688452
5,1,8,11,,,True,46,-28.571956296806484,10,1,101.26914134734214,8,67.84379522488994,2390.730344750841
10,1,8,11,,,True,47,-45.33257331578047,10,7,107.33362651106914,12,106.64410045004617,4458.221892936678
5,1,8,12,,,True,49,-26.219195260786975,11,48,110.71634355982455,2,61.39940961827172,2765.7190224638134
5,1,13,12,,,True,48,-15.555895003189756,11,9,111.63338413059736,1,36.56674936822765,1548.6587598311612
5,1,13,12,,,True,50,-15.750519371189966,11,31,111.70399640164429,6,37.247482897014905,1419.2103539733382
10,1,22,12,,,True,52,-29.10524957928492,11,1,116.18900714016203,10,67.80939406519565,3302.486588677767
10,1,3,12,,,True,51,-38.339535311416135,11,9,119.59470473372996,9,89.64094402885694,4138.596166455601
5,1,30,13,,,True,53,-26.448474502072898,12,7,120.36328353211566,1,61.94107495505831,2786.740866749285
5,1,31,13,,,True,54,-12.226853051562644,12,9,123.35996268799306,1,28.24244205121485,1549.7937184611703
5,1,6,13,,,True,56,-16.162816941933837,12,25,124.6139770106889,4,37.706455312107266,1800.3913618182178
5,1,4,13,,,True,58,-7.065743099119734,12,11,126.43901640192688,7,16.853014872721545,540.8952500518599
5,1,35,13,,,True,57,-10.209408141752792,12,30,127.00757419411174,6,23.86113373062331,1108.257749172449
15,1,8,13,,,True,59,-53.905129447166985,12,25,127.28143564063838,14,128.10831241613124,4436.340801190816
5,1,9,13,,,True,55,-14.779581621384956,12,47,128.37167176039284,2,34.764221067921085,1456.4886570275348
5,1,32,14,,,True,61,-12.027529402161163,13,30,136.12098108304977,6,28.206834238643467,1241.326177839624
5,1,1,14,,,True,62,-16.89669667074094,13,3,138.31250132312033,8,39.291680419831636,1966.7075046804728
10,1,3,14,,,True,63,-28.38388266677803,13,13,138.71545130016273,11,66.85556008409722,2736.097721898567
5,1,7,14,,,True,60,-27.725723634397593,13,9,139.90276043645576,4,65.41427440700085,2600.023119328754
5,1,11,15,,,True,66,-10.978494396472886,14,1,144.28488635529067,8,25.53100456988028,1276.82094753462
10,1,11,15,,,True,67,-43.274197536640386,14,4,144.82583436364598,12,101.30199636104328,4588.998320371784
5,1,8,15,,,True,65,-32.84177032774667,14,27,145.1222395786079,4,77.54967275954596,3036.502039880483
5,1,30,15,,,True,64,-17.489989147572434,14,8,147.59528274150136,1,41.147023469439745,1718.6329329942268
5,1,8,16,,,True,69,-16.82760610274998,15,1,150.01296269774053,8,39.02637160705629,2028.4290998791055
5,1,4,16,,,True,68,-7.233533830136987,15,3,150.20690829092834,7,17.143276183548465,627.0389278626674
15,1,9,16,,,True,74,-31.73667598635282,15,15,150.47396337809028,14,74.8413424851048,3000.2316538514997
