chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
5,1,9,1,,,True,1,-17.746066812770703,0,4,2.4880522090130484,4,41.598658395799085,1844.3390907517792
10,1,1,1,,,True,4,-30.71704250339014,0,3,5.207843161026603,9,72.25040794638554,3028.132208059871
10,1,7,1,,,True,5,-37.17562923917722,0,18,5.489846232882803,11,87.92538059280596,3342.461670091381
5,1,4,1,,,True,3,-18.662164391422106,0,29,8.533406355145566,8,44.41879065835161,1491.0802134690998
5,1,3,1,,,True,2,-18.846744463661114,0,11,8.56821878545716,8,44.55156092023979,1710.2001592753309
10,1,7,1,,,True,6,-29.810289731707627,0,9,8.765227772579768,12,70.01378285817431,3007.960980729839
5,1,5,2,,,True,7,-11.123386539964866,1,3,13.877102444053424,1,25.90135330621708,1271.4086957967227
5,1,4,2,,,True,10,-14.454247288530572,1,39,15.840440983802996,8,33.64803911744575,1658.3860692537855
5,1,4,2,,,True,9,-12.521860626347694,1,1,17.756759585829634,6,29.69129778108153,1075.5691898584687
5,1,3,2,,,True,8,-11.193710788490925,1,9,19.425436686627243,3,26.35775009809337,1084.3512487559617
10,1,9,3,,,True,12,-39.86807473067782,2,1,26.1853095951951,11,93.02416956405074,4430.678175095873
5,1,4,3,,,True,11,-14.235649111946529,2,1,29.16811120201043,6,33.33607266493253,1502.033409955861
5,1,1,4,,,True,14,-18.682544477689703,3,4,31.73548531241005,5,43.90103175385859,1870.2196269104406
5,1,9,4,,,True,13,-19.79138902478234,3,3,34.67932044551325,4,46.143516140837384,2223.304280745643
10,1,1,4,,,True,15,-26.694457157803157,3,16,38.282627712415035,9,62.82351075572849,2608.4214258529337
5,1,4,5,,,True,17,-15.467484213886106,4,1,47.90446575781175,6,36.59729278179806,1380.945168611469
10,1,1,5,,,True,18,-32.03126999689847,4,35,48.08261524977395,11,75.96970090135969,2738.982727257663
5,1,9,5,,,True,16,-19.55304434049335,4,3,49.515354531912884,4,46.1213936698144,1840.8114542793103
5,1,24,6,,,True,22,-13.479700155317172,5,35,50.772153496260565,7,31.50668577593415,1461.709741572517
10,1,1,6,,,True,23,-30.83188058880241,5,3,52.82898375827723,9,72.45408699368245,3083.7429855490477
15,1,18,6,15,route_horizon_exceeded,False,25,-100.0,5,1,54.575155904732675,14,,
15,1,8,6,14,all_candidate_replicas_unreachable(route_horizon_exceeded=4),False,24,-100.0,5,17,56.7676419657895,13,,
5,1,1,6,,,True,19,-10.393639273225178,5,3,57.07728784578635,2,25.04113664576692,628.6410248640144
5,1,4,6,,,True,21,-20.239435428912856,5,3,58.49577256887046,4,47.744277524824604,1902.8740316383542
5,1,16,6,,,True,20,-15.039430997576769,5,11,58.50182765910748,3,35.573675140208366,1349.9349024890366
5,1,1,7,,,True,27,-10.060142550157172,6,3,62.01493172671362,2,24.325072472427273,550.1892686437725
5,1,11,7,,,True,28,-20.923582820131468,6,3,62.61620725744983,4,49.36382030536397,1963.4244966431331
10,1,1,7,,,True,30,-25.38417182075166,6,18,62.819963079588916,9,59.84686072171374,2409.0458867769353
10,1,1,7,,,True,31,-38.58111492624817,6,3,64.24683866408985,10,91.34309309383288,3406.4628145250285
5,1,6,7,,,True,26,-13.362772949479002,6,3,65.83412645743002,2,31.87094088147353,1023.9943281493164
5,1,4,7,,,True,29,-14.964752030049292,6,1,69.10805789322059,7,35.345605737129134,1377.516225329395
15,1,4,7,,,True,32,-38.96296117667727,6,17,69.86604956286861,13,91.4205225892823,3991.253568273922
5,1,4,8,,,True,37,-12.606362711760994,7,39,71.11442792501818,8,30.171380542833603,896.3508243792531
15,1,3,8,,,True,38,-37.356047573941,7,13,71.24328841521579,13,88.14212296372595,3498.663980751032
5,1,4,8,,,True,35,-13.587790389535693,7,12,71.26912331313221,8,32.597743761021476,914.4881418785031
5,1,3,8,,,True,36,-13.70608281882358,7,29,74.75035308032375,8,32.62136946203337,1095.8917233503844
15,1,22,8,,,True,39,-38.58837421288803,7,3,75.53264186184389,14,90.85962871390645,3740.8712122090787
5,1,8,8,,,True,33,-21.646553241264684,7,3,77.7214982427539,4,50.548877290218755,2378.337208628636
5,1,1,8,,,True,34,-14.505436667723814,7,15,78.90026273067485,6,34.30219900029476,1307.595112676512
5,1,4,9,,,True,41,-17.065221374095476,8,1,81.61427013816855,6,40.11939018598632,1695.7754995015782
5,1,23,9,,,True,43,-15.017998463602142,8,18,83.01133935730356,7,35.234677825986054,1540.2122220128656
5,1,3,9,,,True,42,-13.811574202060262,8,15,89.9918477812262,6,32.725312552585464,1202.4153017101262
5,1,4,9,,,True,40,-20.33315149108074,8,1,89.99204359330393,6,47.680429713451375,2101.6326761669816
15,1,16,10,,,True,47,-34.01400124619197,9,1,91.11160788579934,14,79.72535983725996,3539.7621854799663
15,1,22,10,,,True,46,-50.667499285873724,9,3,91.97400421936047,14,119.36556695015139,4868.787509688612
10,1,1,10,,,True,45,-23.90452458106632,9,16,96.50255522673413,10,56.05972271047838,2467.72582812494
5,1,5,10,,,True,44,-8.808437421401925,9,3,98.1332900449267,1,20.533730240392487,991.5755420748807
10,1,17,11,,,True,51,-22.597221444496896,10,1,100.39057212354071,9,53.23476995148137,2172.1891065072414
5,1,1,11,,,True,48,-16.34999953049885,10,9,101.31279170972381,3,38.60712817812298,1511.9137654160936
5,1,9,11,,,True,49,-22.8873479531826,10,3,104.42128980330538,4,54.06194193392905,2104.285299351633
10,1,1,11,,,True,52,-37.866519989439915,10,3,104.96400577422732,9,89.48279642422865,3455.669032914089
5,1,3,11,,,True,50,-12.483504292562369,10,1,108.33153858704242,6,29.680539452925586,1018.8141856535555
5,1,9,12,,,True,55,-17.03752132859343,11,3,111.33851036781195,4,40.3269828405887,1511.2136539299227
10,1,7,12,,,True,57,-41.42489445332563,11,18,112.45034307901814,11,97.16927618509011,4261.973298815973
5,1,4,12,,,True,53,-7.385793930116178,11,1,118.3920915461681,2,17.774257330911922,460.15166291901596
5,1,4,12,,,True,56,-16.865369700420754,11,1,118.40174855325624,6,39.90082820478405,1508.3973641785547
5,1,11,12,,,True,54,-16.22361986133125,11,3,119.42113825702872,4,37.85967450531582,1799.5834320081983
10,1,16,13,,,True,60,-27.26495102529,12,1,122.33874099838512,9,64.15719536378741,2670.1214662917237
5,1,3,13,,,True,59,-9.458466731884972,12,9,127.1966472754751,3,22.286835805213684,906.2206829991632
5,1,3,13,,,True,58,-9.667549813804468,12,11,129.59789680308666,3,22.619382016896452,1032.995011743146
5,1,3,14,,,True,63,-18.153523027991362,13,4,130.07699720425362,5,42.61125023224204,1848.3715584909032
15,1,8,14,,,True,65,-29.889422107932145,13,16,132.69188653438573,13,70.38807481007126,2890.320306506067
5,1,1,14,,,True,61,-14.265952181323389,13,8,133.83544372307506,3,33.7366840763093,1285.4642513327788
5,1,1,14,,,True,62,-16.45156690870313,13,4,136.6509052047814,5,38.18576706766012,1962.1001360651308
10,1,15,14,,,True,64,-24.32898386009839,13,1,137.2724141645146,9,57.237087632824995,2390.2480116139873
10,1,1,15,,,True,70,-25.92116009313554,14,9,142.87062898231895,12,60.667583286339664,2756.8779643327894
15,1,15,15,,,True,72,-43.2630890272711,14,3,142.88339585135589,14,101.74789142656971,4273.220761072025
5,1,1,15,,,True,67,-10.603427148630447,14,4,143.53898327417815,2,24.94011962574882,1045.6321638848624
