action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 3, None, 7]",True,10,2.120055448830322,0.0,2.534381756275173,0.41432630744485077,0.6024014075565349,0.8409109782683484,min_cost_max_flow,6,3,,,129,7
add,"['add', 3, None, 1]",True,10,2.2022394582708396,0.0,2.534381756275173,0.33214229800433337,0.39750678196508926,0.46397897170311375,min_cost_max_flow,6,3,,,22,1
add,"['add', 3, None, 5]",True,10,2.141481251501033,0.0,2.534381756275173,0.3929005047741399,0.5489746209358703,0.7490976075266031,min_cost_max_flow,129,3,,,91,5
add,"['add', 23, None, 7]",True,10,2.1716772461992506,0.0,2.4238358097341948,0.25215856353494426,0.2789942620829575,0.5376947101331592,min_cost_max_flow,164,23,,,130,7
add,"['add', 5, None, 0]",True,20,1.890909126595487,0.0,2.2358185869114666,0.34490946031597974,0.5086235237064187,1.2946002728892707,min_cost_max_flow,72,5,,,1,0
add,"['add', 5, None, 1]",True,20,1.87229732746252,0.0,2.2358185869114666,0.36352125944894653,0.555612877693278,0.9880295032610524,min_cost_max_flow,72,5,,,23,1
add,"['add', 5, None, 8]",True,20,1.98953595296941,0.0,2.2358185869114666,0.24628263394205646,0.2632801054004261,0.47883518701220384,min_cost_max_flow,109,5,,,147,8
add,"['add', 23, None, 1]",True,20,1.8702222491939415,0.0,2.2258593094953376,0.3556370603013962,0.5375672352302701,0.6198738893447422,min_cost_max_flow,9,23,,,24,1
add,"['add', 4, None, 7]",True,30,2.2314980850691626,0.0,2.525326195498029,0.2938281104288667,0.3350889197331526,0.5474006035666672,min_cost_max_flow,148,4,,,131,7
add,"['add', 14, None, 3]",True,30,1.8143427884895051,0.0,2.12708415622655,0.31274136773704486,0.5396575853788192,0.7472465938276666,min_cost_max_flow,24,14,,,55,3
add,"['add', 14, None, 5]",True,30,1.8943152749114391,0.0,2.12708415622655,0.23276888131511084,0.3400574694690306,0.5265131637968741,min_cost_max_flow,55,14,,,92,5
add,"['add', 14, None, 0]",True,30,1.879575721437659,0.0,2.12708415622655,0.24750843478889087,0.3768072302489429,0.5925951001553592,min_cost_max_flow,55,14,,,3,0
add,"['add', 9, None, 7]",True,40,1.971365587165209,0.0,2.1277535707643156,0.15638798359910658,0.24912543654556885,0.25264043115620827,min_cost_max_flow,113,9,,,133,7
move,"['move', 3, 0, 2]",True,40,1.2392816924339876,0.0,1.8299927285184565,0.752479208209469,1.3974103185630042,1.0898049149858788,min_cost_max_flow,2,3,2,0,37,2
move,"['move', 3, 0, 5]",True,40,1.2329661843464468,0.0,1.8299927285184565,0.5970265441720097,1.0087158598696533,1.1316706481210455,min_cost_max_flow,6,3,6,0,93,5
move,"['move', 3, 1, 2]",True,40,1.5818595251933418,0.0,1.8299927285184565,0.2481332033251146,0.1377231799439187,0.3045558537855655,min_cost_max_flow,22,3,22,1,39,2
add,"['add', 2, None, 3]",True,50,2.0582401224529123,0.0,2.331090210254634,0.27285008780172126,0.28608573219025857,0.5688047585770797,min_cost_max_flow,22,2,,,56,3
add,"['add', 2, None, 4]",True,50,2.089177094607808,0.0,2.331090210254634,0.24191311564682558,0.2088896027659075,0.4712707833183443,min_cost_max_flow,56,2,,,73,4
add,"['add', 2, None, 5]",True,50,2.0745339520915094,0.0,2.331090210254634,0.25655625816312444,0.24554785033291182,0.43767659914690316,min_cost_max_flow,110,2,,,94,5
add,"['add', 13, None, 1]",True,50,2.1500071621326455,0.0,2.3299735592162047,0.1799663970835591,0.18853342100572945,0.21824986217388076,min_cost_max_flow,57,13,,,22,1
add,"['add', 22, None, 0]",True,60,2.5044457024670868,0.0,2.6248185568734566,0.12037285440636963,0.16073400052738407,0.12896204017080073,min_cost_max_flow,23,22,,,4,0
add,"['add', 22, None, 8]",True,60,2.5174642669916745,0.0,2.6248185568734566,0.10735428988178186,0.12832332491183251,0.038471576225536604,min_cost_max_flow,166,22,,,149,8
add,"['add', 22, None, 6]",True,60,2.4693833768384548,0.0,2.6248185568734566,0.15543518003500165,0.24835058936940868,0.15511219320773864,min_cost_max_flow,4,22,,,110,6
add,"['add', 24, None, 8]",True,60,2.074857078629664,0.0,2.431625943325829,0.3567688646961649,0.48376167478340903,1.0443403665841848,min_cost_max_flow,7,24,,,150,8
add,"['add', 18, None, 3]",True,70,1.5753136822741596,0.0,2.1359980154021607,0.5606843331280011,0.9803269798368319,1.3499543366748314,min_cost_max_flow,147,18,,,57,3
add,"['add', 18, None, 7]",True,70,1.8843668072202626,0.0,2.1359980154021607,0.2516312081818981,0.20876706704655135,0.6346879533568468,min_cost_max_flow,115,18,,,134,7
add,"['add', 18, None, 9]",True,70,1.6643847022803098,0.0,2.1359980154021607,0.47161331312185095,0.758463886708796,0.8069830784484615,min_cost_max_flow,147,18,,,165,9
move,"['move', 4, 0, 6]",True,70,1.4033071655338278,0.0,2.1194962723875994,0.7161891068537716,1.3396314769190667,1.4540231877987626,min_cost_max_flow,5,4,5,0,112,6
add,"['add', 22, None, 4]",True,80,2.2769113506217784,0.0,2.422644068695846,0.14573271807406765,0.22401387971137865,0.20881536367111206,min_cost_max_flow,61,22,,,75,4
move,"['move', 3, 2, 0]",True,80,1.4483217867909535,0.0,2.1292007036437512,0.6808789168527978,1.2177441318771116,1.5334437777954966,min_cost_max_flow,37,3,37,2,5,0
move,"['move', 3, 2, 1]",True,80,1.4286186102686815,0.0,2.1292007036437512,0.7005820933750697,1.2676580882201733,1.0961004195408506,min_cost_max_flow,39,3,39,2,27,1
move,"['move', 3, 3, 0]",True,80,1.1702608923682698,0.0,2.1292007036437512,0.9589398112754816,1.9115568890790655,2.4264296809658474,min_cost_max_flow,67,3,67,3,6,0
add,"['add', 23, None, 3]",True,90,2.021670901508678,0.0,2.3355855856892513,0.3139146841805738,0.43337054588300816,0.5470399194819027,min_cost_max_flow,46,23,,,67,3
add,"['add', 23, None, 8]",True,90,2.0981151928835415,0.0,2.3355855856892513,0.23747039280571,0.24275195619088663,0.21894742279000803,min_cost_max_flow,164,23,,,145,8
add,"['add', 7, None, 0]",True,90,1.892056640476825,0.0,2.3291733958229246,0.43711675534609956,0.757723937037099,1.3209891367513336,min_cost_max_flow,180,7,,,5,0
add,"['add', 7, None, 3]",True,90,2.0295534754706797,0.0,2.3291733958229246,0.2996199203522448,0.41497477783002523,0.6590369517091144,min_cost_max_flow,5,7,,,58,3
add,"['add', 24, None, 2]",True,100,2.618024956240755,0.0,3.0393768963348857,0.4213519400941308,0.6452953266191344,0.9936981393770927,min_cost_max_flow,165,24,,,37,2
add,"['add', 24, None, 7]",True,100,2.6838649335137434,0.0,3.0393768963348857,0.3555119628211423,0.4813681179300602,0.5452084771123916,min_cost_max_flow,116,24,,,135,7
add,"['add', 24, None, 3]",True,100,2.676823705543616,0.0,3.0393768963348857,0.36255319079126935,0.49858336735599096,0.8037554767035909,min_cost_max_flow,94,24,,,61,3
add,"['add', 17, None, 5]",True,100,2.052387584735847,0.0,2.4271388443740243,0.3747512596381774,0.5730189028975019,0.8644883896826193,min_cost_max_flow,146,17,,,96,5
move,"['move', 28, 6, 0]",True,110,1.7588264922966297,0.0,1.519252220587623,2.1781332495409935,5.026499527953661,0.8553603514982002,min_cost_max_flow,125,28,125,6,2,0
move,"['move', 28, 6, 1]",True,110,0.7721114582634582,0.0,1.519252220587623,0.7471407623241649,1.4471480073902967,2.102228699025892,min_cost_max_flow,121,28,121,6,26,1
move,"['move', 28, 6, 4]",True,110,0.9026133136820541,0.0,1.519252220587623,0.616638906905569,1.1216952602389938,1.5676344355679637,min_cost_max_flow,122,28,122,6,79,4
add,"['add', 13, None, 4]",True,110,2.187198889009422,0.0,2.3455624957121084,0.15836360670268648,0.13448116789015785,0.24843463776727412,min_cost_max_flow,100,13,,,81,4
move,"['move', 4, 1, 0]",True,120,1.0673141966657707,0.0,1.6721257544463883,0.699687056613951,1.2999009273821684,0.43763914602996423,min_cost_max_flow,21,4,21,1,2,0
move,"['move', 4, 2, 0]",True,120,1.3278569138065541,0.0,1.6721257544463883,0.3442688406398343,0.41067650214336027,0.8902293483741883,min_cost_max_flow,40,4,40,2,7,0
move,"['move', 4, 2, 6]",True,120,1.1821951457709439,0.0,1.6721257544463883,0.4899306086754445,0.7744275799766456,1.159124185534239,min_cost_max_flow,53,4,53,2,109,6
move,"['move', 4, 3, 0]",True,120,0.9667046584706165,0.0,1.6721257544463883,0.7054210959757719,1.3121107287754512,1.8545038202094495,min_cost_max_flow,70,4,70,3,8,0
move,"['move', 14, 0, 6]",True,130,2.0517443380942915,0.0,2.3439665865188504,0.29222224842455913,0.43842757206493843,0.7020566156053385,min_cost_max_flow,3,14,3,0,113,6
move,"['move', 14, 1, 6]",True,130,1.8933874239842443,0.0,2.3439665865188504,0.45057916253460606,0.8331139846961833,1.5059717115204112,min_cost_max_flow,24,14,24,1,115,6
move,"['move', 14, 2, 6]",True,130,1.986637129694447,0.0,2.3439665865188504,0.3573294568244035,0.6008788050319254,0.9132486373546852,min_cost_max_flow,48,14,48,2,116,6
move,"['move', 14, 3, 6]",True,130,1.836038998627454,0.0,2.3439665865188504,0.5079275878913965,0.9764793859712881,1.5097464561010983,min_cost_max_flow,55,14,55,3,117,6
move,"['move', 14, 5, 2]",True,140,1.355752583735976,0.0,1.6689324825866072,0.3131798988506312,0.49060196217351404,0.8485472533417106,min_cost_max_flow,92,14,92,5,40,2
move,"['move', 14, 6, 2]",True,140,1.1994614810679662,0.0,1.6689324825866072,0.46947100151864096,0.88089951579218,1.1353492875806954,min_cost_max_flow,113,14,113,6,48,2
move,"['move', 14, 6, 1]",True,140,1.182885283053972,0.0,1.6689324825866072,0.48604719953263514,0.9230098641373843,0.6887804141014514,min_cost_max_flow,115,14,115,6,28,1
move,"['move', 14, 6, 3]",True,140,1.1409853751980457,0.0,1.6689324825866072,0.5279471073885617,1.0263654760242389,1.6182189160759057,min_cost_max_flow,116,14,116,6,55,3
move,"['move', 3, 0, 3]",True,150,2.119523482241165,0.0,2.6489310201904104,0.5294075379492456,0.8387901000141937,1.7171668471537602,min_cost_max_flow,5,3,5,0,59,3
move,"['move', 3, 0, 1]",True,150,1.9399177983427416,0.0,2.6489310201904104,0.7090132218476689,1.2864276097259335,2.6349668700328124,min_cost_max_flow,6,3,6,0,29,1
move,"['move', 3, 1, 3]",True,150,2.2125916838481348,0.0,2.6489310201904104,0.4363393363422758,0.6081529478283301,0.3615989594465276,min_cost_max_flow,27,3,27,1,62,3
move,"['move', 3, 4, 2]",True,150,2.012492586801294,0.0,2.6489310201904104,0.6364384333891163,1.1067471813864813,1.4639383320799162,min_cost_max_flow,81,3,81,4,53,2
move,"['move', 4, 0, 1]",True,160,1.431248004551818,0.0,2.422291204064941,0.9910431995131227,2.0268123343530533,1.4236059973929016,min_cost_max_flow,2,4,2,0,27,1
move,"['move', 4, 0, 2]",True,160,2.055140748836353,0.0,2.422291204064941,0.36715045522858797,0.46758849195725816,1.0849271203650348,min_cost_max_flow,7,4,7,0,38,2
move,"['move', 4, 0, 3]",True,160,1.8868462865072382,0.0,2.422291204064941,0.5354449175577028,0.8888369639246321,0.7433830239739463,min_cost_max_flow,8,4,8,0,63,3
move,"['move', 4, 4, 1]",True,160,1.8025436847733145,0.0,2.422291204064941,0.6656973369582929,1.2131897499029947,1.5955580393823912,min_cost_max_flow,77,4,77,4,31,1
move,"['move', 3, 1, 0]",True,170,1.5847355385728048,0.0,2.354136684791323,0.7694011462185183,1.4393787184360463,1.3141016813733775,min_cost_max_flow,29,3,29,1,5,0
move,"['move', 3, 2, 4]",True,170,1.603832150065953,0.0,2.354136684791323,0.7503045347253703,1.3904026914372025,2.1371005253558386,min_cost_max_flow,53,3,53,2,78,4
move,"['move', 3, 3, 4]",True,170,1.8810690688428546,0.0,2.354136684791323,0.4730676159484687,0.6993512164742697,0.7765525391416102,min_cost_max_flow,59,3,59,3,81,4
move,"['move', 3, 3, 1]",True,170,1.7836894855856507,0.0,2.354136684791323,0.5704471992056727,0.9417656787945816,1.4662164209403263,min_cost_max_flow,62,3,62,3,29,1
add,"['add', 7, None, 2]",True,180,1.8537816802837523,0.0,2.1473598636500726,0.2935781833663202,0.39997409280181273,0.5899319939765026,min_cost_max_flow,31,7,,,53,2
add,"['add', 7, None, 6]",True,180,1.9506706942284329,0.0,2.1473598636500726,0.19668916942163966,0.1582040986049833,0.28823821739529637,min_cost_max_flow,96,7,,,115,6
add,"['add', 7, None, 4]",True,180,1.82638627554471,0.0,2.1473598636500726,0.32097358810536264,0.46815471016725496,0.7951949820858543,min_cost_max_flow,115,7,,,82,4
