action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 24, None, 2]",True,10,2.244080826283905,0.0,2.5353082273275023,0.29122740104359723,0.2671878188706449,0.6302714171345648,min_cost_max_flow,56,24,,,37,2
add,"['add', 24, None, 4]",True,10,2.2362054890910557,0.0,2.5353082273275023,0.29910273823644656,0.28674728690734375,0.7161880474174962,min_cost_max_flow,56,24,,,73,4
add,"['add', 24, None, 6]",True,10,2.1532750130983804,0.0,2.5353082273275023,0.38203321422912173,0.4940060349991042,0.7611493073691586,min_cost_max_flow,147,24,,,113,6
add,"['add', 25, None, 2]",True,10,1.952900350835543,0.0,2.234891507245982,0.2819911564104388,0.330829062003287,0.37772395595979125,min_cost_max_flow,59,25,,,39,2
add,"['add', 17, None, 1]",True,20,1.9789942159413392,0.0,2.3298398888615246,0.35084567292018554,0.42602444626851366,0.7413916328337282,min_cost_max_flow,37,17,,,23,1
add,"['add', 17, None, 3]",True,20,2.072941966967113,0.0,2.3298398888615246,0.2568979218944114,0.1915027934543474,0.5095751326544151,min_cost_max_flow,37,17,,,55,3
add,"['add', 17, None, 4]",True,20,2.0219758044425973,0.0,2.3298398888615246,0.30786408441892743,0.3186883248471446,0.6628250783161789,min_cost_max_flow,55,17,,,74,4
move,"['move', 24, 0, 1]",True,20,1.7923540769887234,0.0,2.274937498032733,0.48258342104400953,0.6952651619245813,0.8387427151974113,min_cost_max_flow,9,24,9,0,24,1
add,"['add', 29, None, 8]",True,30,2.043614874438287,0.0,2.420700392505447,0.37708551806715984,0.46633127175743994,0.633020054668153,min_cost_max_flow,131,29,,,146,8
add,"['add', 25, None, 0]",True,30,2.0916603080211122,0.0,2.3321845780176376,0.24052426999652526,0.22721366012629574,0.34318118409800236,min_cost_max_flow,39,25,,,3,0
