chain_length,data_gb_between_services,destination_node,input_data_gb,output_data_gb,request_template_id,service_workload_cycles,services,source_node,template_id
5,"[1.6493774954818665, 2.5712668047841163, 1.7468298931479898, 1.270620620983193]",3,1.1013867826857044,2.3701474408722913,1,"[9389991774.625849, 8659666273.949505, 7365820211.16869, 2662690926.555723, 5101259870.791567]","[27, 30, 5, 29, 11]",4,1
5,"[1.691913660826597, 1.1553156620812048, 1.5297021467227865, 1.3004131873194649]",4,0.6519851014159752,1.5661375972563372,2,"[8659666273.949505, 4244306312.1526966, 2662690926.555723, 4244306312.1526966, 8817720641.230696]","[30, 4, 29, 4, 6]",3,2
5,"[1.8300237014174177, 2.364928129746308, 1.5892883470670611, 0.6143105276312322]",4,1.4928974452044155,2.2209717142955503,3,"[9136835355.20177, 9073484520.798645, 6737316033.226621, 5101259870.791567, 9073484520.798645]","[17, 24, 25, 11, 24]",11,3
5,"[2.926569466549027, 3.3808633843169864, 1.3236721879840272, 0.5]",12,1.7392465814318292,2.1293302354976107,4,"[9389991774.625849, 6737316033.226621, 2662690926.555723, 2100888165.5492725, 6420483353.837745]","[27, 25, 29, 10, 12]",4,4
5,"[0.8231072433314965, 2.9432966101794786, 3.220325752695988, 1.839410868329587]",3,3.5832179511989857,3.929465584018425,5,"[9603232327.740995, 6505162502.558538, 8816316762.8493, 5343169330.292636, 9283415070.726797]","[16, 18, 13, 28, 26]",7,5
5,"[1.890734835068546, 1.5565641666863028, 2.8473930635070928, 1.3679120630832362]",4,3.5163582625075414,1.9488262186210188,6,"[6420483353.837745, 9136835355.20177, 5101259870.791567, 6737316033.226621, 7365820211.16869]","[12, 17, 11, 25, 5]",26,6
5,"[1.8775507640681124, 2.8639297140528734, 1.8345971429646932, 3.7046800262206094]",3,3.2816870509010467,2.2082868357089183,7,"[4244306312.1526966, 5343169330.292636, 8473200783.122076, 2662690926.555723, 8479942600.004358]","[4, 28, 9, 29, 23]",13,7
5,"[1.2535862031478606, 2.9901491665551934, 2.4290214343086687, 2.5501583295417314]",11,1.1315255012824084,1.1504077933360746,8,"[2662690926.555723, 8252526843.794408, 2100888165.5492725, 8816316762.8493, 4846601369.903891]","[29, 21, 10, 13, 20]",22,8
10,"[0.9485184084168305, 2.7268257423842575, 2.1498862775597893, 2.566572506157814, 1.9420144588135648, 2.8263653569084046, 1.7805403772725357, 3.125116270340449, 2.3077701092653973]",4,1.0093479219257113,2.027196399668471,9,"[2100888165.5492725, 9073484520.798645, 5101259870.791567, 6737316033.226621, 8479942600.004358, 4312734496.543631, 8252526843.794408, 8816316762.8493, 8479942600.004358, 8252526843.794408]","[10, 24, 11, 25, 23, 7, 21, 13, 23, 21]",16,9
10,"[2.0328085572135706, 2.941151294656796, 1.367491069708655, 3.1558085762864927, 2.106968205989529, 0.7478902658615114, 2.616277116710837, 1.684916357365128, 1.963618271542049]",16,1.546050750914216,1.7106461287110237,10,"[8991169095.836231, 9073484520.798645, 4244306312.1526966, 4312734496.543631, 9073484520.798645, 8252526843.794408, 9136835355.20177, 5343169330.292636, 2287881183.194914, 8991169095.836231]","[19, 24, 4, 7, 24, 21, 17, 28, 15, 19]",15,10
10,"[2.0341483367646953, 0.9263297593004436, 1.9238926866036534, 1.0954499840924654, 3.22051021732953, 2.971369598043104, 2.581083168106721, 2.0736536958513296, 1.867891927571362]",1,2.5399954539705836,2.5346969590861055,11,"[2287881183.194914, 9283415070.726797, 2287881183.194914, 2597395802.0387588, 9389991774.625849, 2648785075.1588993, 5343169330.292636, 8479942600.004358, 5343169330.292636, 9389991774.625849]","[15, 26, 15, 1, 27, 14, 28, 23, 28, 27]",23,11
10,"[1.2734563447124596, 1.4457411089163763, 2.1979070658382573, 2.3412424892207193, 1.2449623980618714, 2.2751902717353616, 1.8707206851595357, 1.9179812653558754, 1.368395332694633]",8,1.9408731836368593,2.0463854344144368,12,"[7365820211.16869, 2648785075.1588993, 8659666273.949505, 9603232327.740995, 5568713377.465571, 9073484520.798645, 6737316033.226621, 8991169095.836231, 8473200783.122076, 9283415070.726797]","[5, 14, 30, 16, 22, 24, 25, 19, 9, 26]",3,12
15,"[1.2790483611141992, 1.7004380402726813, 2.677064536644659, 2.9185428336632686, 2.733420533811434, 0.8159350872128732, 1.189679428357112, 1.3160335545677209, 1.3033584008693524, 2.4027199465575606, 1.89697475925112, 3.2661047267747376, 1.5479050528791631, 1.680248955173545]",7,0.5,2.146055868466157,13,"[2287881183.194914, 7365820211.16869, 8898313571.769722, 4312734496.543631, 4312734496.543631, 9073484520.798645, 8898313571.769722, 4846601369.903891, 4244306312.1526966, 4846601369.903891, 7574921522.167463, 8816316762.8493, 6505162502.558538, 8659666273.949505, 6737316033.226621]","[15, 5, 2, 7, 7, 24, 2, 20, 4, 20, 3, 13, 18, 30, 25]",23,13
15,"[2.392306599608775, 2.348099052231075, 2.0538875476681424, 1.2774186877591316, 2.8677758305572674, 2.15869746583646, 2.4076799681265086, 1.7908035137783136, 1.560363237357463, 1.923586846667049, 1.89787971948612, 1.8378251911370647, 1.032165775684327, 2.2931672991662606]",1,1.823511588821557,2.806598159877281,14,"[9136835355.20177, 5568713377.465571, 2597395802.0387588, 8473200783.122076, 9073484520.798645, 4846601369.903891, 6420483353.837745, 9136835355.20177, 9073484520.798645, 9136835355.20177, 8473200783.122076, 2648785075.1588993, 2100888165.5492725, 8479942600.004358, 2597395802.0387588]","[17, 22, 1, 9, 24, 20, 12, 17, 24, 17, 9, 14, 10, 23, 1]",12,14
