chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
15,1,13,1,,,True,8,-37.23938024508509,0,8,0.831913646976904,13,88.28130446948566,3211.430762151371
5,1,9,1,,,True,4,-17.126935200890273,0,8,1.7273734335901936,8,40.276107613843436,1694.1535922548255
5,1,18,1,,,True,2,-18.482008443501933,0,1,2.85881309845296,4,43.134478360437406,2047.0284988782812
5,1,11,1,,,True,3,-18.03179076858591,0,7,3.4615929647611274,6,42.23817418499797,1894.2018243112009
10,1,12,1,,,True,6,-35.049466606317914,0,4,4.937716855453083,12,81.89598283160635,3818.455789458961
5,1,3,1,,,True,1,-13.407376801932198,0,26,5.2518365986810975,2,31.690570032049305,1218.5813151874597
10,1,12,1,,,True,7,-39.09510929714325,0,4,5.710323451114045,12,91.55405565789604,4122.478389974724
10,1,7,1,,,True,5,-30.320919738750234,0,49,7.396861520701488,9,71.12182046054889,3120.3192575511275
15,1,9,2,,,True,11,-48.2481247574225,1,5,15.894347382435095,14,113.84287796283449,4518.289287147835
5,1,9,2,,,True,9,-20.01663639385285,1,29,16.48087505266002,7,47.1580288074951,1922.3747847580196
10,1,12,2,,,True,10,-31.462268403187036,1,9,18.811893433104316,10,74.62055364660134,2690.0782409108274
5,1,36,3,,,True,12,-15.774324685681377,2,12,23.45439519659978,1,37.12038966611199,1543.6146987276315
10,1,11,3,,,True,16,-43.22866389862306,2,8,24.424413216258994,10,102.7420618895859,3553.065237981169
5,1,4,3,,,True,13,-19.040817037257234,2,27,27.051045080511912,2,44.97729684970547,1749.830495625081
5,1,15,3,,,True,14,-11.432183937235143,2,14,28.87577035400962,5,26.873811225680175,1137.7657449384546
5,1,9,3,,,True,15,-14.00659180992891,2,11,29.549153855663604,8,32.708002141022284,1538.984922533326
10,1,12,4,,,True,20,-29.306358455941716,3,4,30.52095673940113,12,68.58927853809948,3117.7450678365353
15,1,13,4,,,True,21,-52.646790376188555,3,12,31.72746573345923,13,124.36888806771584,4832.058581837026
5,1,36,4,,,True,17,-21.698324378559924,3,11,34.38543372372486,3,51.33592283256945,1939.9254092202395
5,1,4,4,,,True,18,-11.460353668029896,3,12,35.747263672276176,5,27.116331157198054,1023.0353419177881
10,1,11,4,,,True,19,-46.17749262219846,3,12,39.854714617188556,10,110.0562115488597,3591.680004424291
5,1,1,5,,,True,22,-26.114695502781178,4,26,40.40543299034154,4,61.22307020400048,2709.1123686349747
5,1,26,5,,,True,23,-20.91858369645677,4,1,43.63693728965005,4,49.1229083853287,2115.7005705421475
10,1,7,5,,,True,26,-39.3993464944952,4,49,44.22342157505013,9,91.91273575800798,4390.420318820014
10,1,11,5,,,True,29,-28.774430915611084,4,4,45.91390891494044,12,67.18463040446838,3167.6312563728843
5,1,6,5,,,True,25,-7.64382135881388,4,7,46.69752303832357,6,17.96612379779222,762.286399494985
5,1,3,5,,,True,24,-11.070845500577741,4,12,46.985510180766305,5,25.939277257288985,1158.5576627702446
15,1,9,5,,,True,31,-53.38992952515366,4,4,47.58921013826589,14,125.97382184730685,5000.667977051527
10,1,12,5,,,True,28,-36.34846044724661,4,8,47.6352401398862,10,85.66985707110797,3467.5293646723603
10,1,7,5,,,True,27,-33.42241294042523,4,68,47.91836801561931,9,78.7391545051982,3211.251897243249
15,1,7,5,,,True,30,-53.16004810532854,4,5,48.12279531212087,14,125.07123669458343,5219.25571249194
5,1,18,6,,,True,34,-15.626164594215656,5,26,51.193095608563134,4,36.55276930593457,1675.0947864030463
5,1,52,6,,,True,33,-21.748659216941775,5,9,52.90567414985103,3,50.84152595749,2353.4147232429586
10,1,8,6,,,True,37,-30.443083863873674,5,11,53.70960393643082,10,71.39709542337337,3140.409490873872
10,1,8,6,,,True,36,-39.295153144443944,5,67,53.86066753043064,9,91.60689647712596,4420.657589322597
5,1,6,6,,,True,35,-10.375563794615264,5,31,54.03855411651382,6,24.12051808850751,1212.2609320204324
5,1,4,6,,,True,32,-18.704412704009247,5,27,54.26908438607567,2,44.75072629103607,1340.2036459913656
10,1,8,6,,,True,38,-24.176477833508333,5,4,56.11941760318403,12,56.780954447168156,2440.160091068447
