chain_length,cycle,destination_node,epoch,failed_stage,failure_reason,feasible,request_id,reward,slot_mod,source_node,start_time_s,template_id,total_delay_s,total_energy_j
10,1,8,1,,,True,6,-30.73384810464227,0,7,1.496693125152797,9,72.38564854032498,2965.981147520464
5,1,56,1,,,True,1,-9.61640348515634,0,9,4.369876596427872,2,23.091951124797486,632.7050587289108
5,1,30,1,,,True,3,-20.230142006196463,0,46,5.259892997329379,4,47.42266096766685,2101.796031882869
5,1,4,1,,,True,4,-15.63760411028144,0,3,6.47453208945514,6,36.85044208014141,1495.7121303747906
5,1,1,1,,,True,5,-19.667800986769212,0,16,7.706046411639397,8,46.49358900855693,1783.9423055773946
5,1,56,1,,,True,2,-9.99087997555343,0,9,9.967752331922567,2,23.904494055134542,715.1372558326873
5,1,9,2,,,True,8,-26.025936525541315,1,14,11.497616485847187,3,61.58025080605239,2323.06033853393
5,1,11,2,,,True,9,-20.101798977642805,1,15,15.283838885573443,3,47.28919930849411,1976.8654237419316
10,1,7,2,,,True,11,-35.049662418051646,1,1,15.449592129684646,11,82.6388848974413,3323.5140984585396
5,1,53,2,,,True,7,-12.728286362066726,1,9,16.88797976523511,2,30.131043809015658,1126.4480641007676
5,1,3,2,,,True,10,-16.098292751083733,1,58,19.95441057998773,5,37.80994703096524,1623.8565644960606
15,1,31,3,,,True,14,-38.49385241279332,2,5,22.271731807335087,14,89.98126890807465,4168.908082605769
5,1,13,3,,,True,12,-14.821873108644192,2,44,23.876672647696292,4,34.56218492228983,1661.665232880432
5,1,16,3,,,True,13,-12.993381214124627,2,4,26.27333890334496,6,30.400159894900842,1388.862093607148
5,1,4,4,,,True,18,-13.826009762829651,3,66,30.081801205967093,5,32.334810241029274,1486.8094440299028
5,1,11,4,,,True,15,-13.197811384690297,3,4,32.01222595395195,1,30.803076113238603,1460.9682323247607
5,1,32,4,,,True,16,-14.646893381473191,3,46,32.816184637512265,4,34.16180129305377,1636.9547737528032
10,1,15,4,,,True,21,-50.53969773524524,3,25,33.96530129979813,10,117.64547873207168,5802.510404027609
5,1,4,4,,,True,17,-16.059958125594132,3,58,34.284633288860775,5,37.60591620083538,1695.9860754333004
10,1,13,4,,,True,20,-29.289186413967315,3,11,35.1784746696152,9,69.06846110343805,2769.6699543201503
5,1,1,4,,,True,19,-14.993549920012349,3,4,38.996540428207304,6,35.33051103206963,1435.5758453074936
5,1,31,5,,,True,22,-12.77350066506554,4,44,42.46531323611606,4,29.60836662976361,1550.2566886001605
5,1,18,5,,,True,24,-12.6341274470619,4,14,42.69604330389823,8,29.919104377146205,1110.809493672361
