action,arm_key,cross_orbit_transfer,epoch,estimated_reward,execution_feedback_reward,expected_saving,migration_cost,migration_delay_s,migration_energy_j,migration_route_mode,selected_source_node,service_id,source_node,source_plane,target_node,target_plane
add,"['add', 14, None, 2]",True,10,2.3386888691987475,0.0,2.534119138447039,0.19543026924829146,0.3160944728408883,0.31538262008141293,min_cost_max_flow,69,14,,,37,2
add,"['add', 14, None, 0]",True,10,2.3901129464105013,0.0,2.534119138447039,0.1440061920365379,0.18737640995232363,0.4206291928686081,min_cost_max_flow,37,14,,,1,0
add,"['add', 14, None, 8]",True,10,2.3875186836846067,0.0,2.534119138447039,0.14660045476243241,0.19415577580104149,0.22482317021425774,min_cost_max_flow,111,14,,,146,8
add,"['add', 19, None, 6]",True,10,2.407989282541318,0.0,2.520834743486684,0.11284546094536595,0.14195470361125873,0.15445670650649684,min_cost_max_flow,76,19,,,111,6
add,"['add', 29, None, 2]",True,20,2.9332536522121906,0.0,3.1436736234606926,0.2104199712485018,0.32031741396527025,0.4182181157519256,min_cost_max_flow,71,29,,,39,2
add,"['add', 29, None, 8]",True,20,2.9582528333749956,0.0,3.1436736234606926,0.18542079008569715,0.2580755546701141,0.2474890411816054,min_cost_max_flow,180,29,,,147,8
add,"['add', 29, None, 1]",True,20,2.999254618106328,0.0,3.1436736234606926,0.1444190053543646,0.15569216504215433,0.16677424093390864,min_cost_max_flow,39,29,,,23,1
add,"['add', 7, None, 2]",True,20,2.5979526581488313,0.0,2.929981443754955,0.33202878560612387,0.37005480626484655,0.4736905654194985,min_cost_max_flow,164,7,,,40,2
add,"['add', 9, None, 4]",True,30,2.842095959491147,0.0,3.1167146889970767,0.2746187295059295,0.3646368930167796,0.526282378021938,min_cost_max_flow,129,9,,,73,4
add,"['add', 9, None, 8]",True,30,2.9373706999759497,0.0,3.1167146889970767,0.179343989021127,0.1269466237160657,0.195227770493614,min_cost_max_flow,129,9,,,148,8
add,"['add', 9, None, 1]",True,30,2.851866910250894,0.0,3.1167146889970767,0.2648477787461828,0.34040396547015916,0.39664947619105273,min_cost_max_flow,168,9,,,24,1
move,"['move', 9, 0, 4]",True,30,1.4434445098275717,0.0,2.3375360167478076,0.894091506920236,1.8609853677397723,2.081928253204088,min_cost_max_flow,13,9,13,0,74,4
add,"['add', 15, None, 4]",True,40,1.5266547256663396,0.0,1.9241827135215528,0.39752798785521326,0.5136251501821221,0.8033002862976335,min_cost_max_flow,72,15,,,75,4
add,"['add', 15, None, 1]",True,40,1.2902059086800135,0.0,1.9241827135215528,0.6339768048415393,1.1043050076373788,1.0980902933364267,min_cost_max_flow,75,15,,,25,1
add,"['add', 15, None, 5]",True,40,1.5457897160242227,0.0,1.9241827135215528,0.37839299749733,0.4663173121150521,0.450208401205592,min_cost_max_flow,75,15,,,91,5
add,"['add', 2, None, 2]",True,40,1.4354347442786315,0.0,1.8199428851492219,0.3845081408705905,0.6082665972051018,0.7660483561485341,min_cost_max_flow,5,2,,,41,2
add,"['add', 15, None, 6]",True,50,2.294415060456211,0.0,2.733870923708214,0.4394558632520029,0.6182497405526988,0.9333657005626228,min_cost_max_flow,75,15,,,112,6
